pre_village,hhs,total_population,beans_kgs_hh_seed,ground_nuts_kgs_hh_seed,maize_kgs_hh_seed,rice_kgs_hh_seed,onions_bags_hh_seed,soya_bean_kgs_hh_seed,field_peas_kgs_hh_seed,irish_potatoes_bags_hh_seed,millet_kgs_hh_seed,sweet_potatoes_bags_hh_seed,hot_pepper_tins_organic_pesticides,derris_tin_organic_pesticides,neem_kg_organic_pesticides,onions_bags_organic_pesticides,tephrosia_kgs_organic_pesticides,garlic_kgs_organic_pesticides,ginger_kgs_organic_pesticides,plastic_tanks_120_ltrs_liquid_manure,sacks_liquid_manure,sisal_rope_liquid_manure,filter_liquid_manure,mortar_&_pestle_liquid_manure,hoes_tools,spades_tools,pick_axes_tools,forked_spades_tools,forked_hoes_tools,pangas_tools,secateurs_tools,gloves_tools,wheelbarrows_tools,trowels_tools,watering_cans_tools,jerrican_tools,spray_pumps_tools,turplins_tools,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort,Agriculture Value (USD)
Kakari_I_B,82,493,4.104347826,0,4.104347826,0,0,4.104347826,0,0,0,0,0.017391304,0,0,0,0,0.713043478,0.713043478,0.069565217,0.139130435,0,0.034782609,0.034782609,0.12173913,0.12173913,0.104347826,0,0.104347826,0.104347826,0,0,0.086956522,0.104347826,0.139130435,0,0.034782609,0,1020.3238095238095,50.476190476190474,0.8761904761904761,23.714285714285715,133.73333333333332,,3,,103.33333333333333,,,,,102.52380952380952,235.84615384615384,2022,1130.6036036036037
Kakari_Ii_A,129,763,4.087431694,0,4.087431694,0,0,4.087431694,0,0,0,0,0.010928962,0,0,0,0,0.710382514,0.710382514,0.043715847,0.087431694,0,0.021857923,0.021857923,0.120218579,0.120218579,0.109289617,0,0.109289617,0.109289617,0,0,0.054644809,0.109289617,0.142076503,0,0.021857923,0,1029.496551724138,44.172413793103445,1.1788461538461539,33.89655172413793,173.8421052631579,17,,105,79.5,,,,100,142.6315789473684,149.76923076923077,2022,825.4953401677541
Kakari_Ii_B,66,385,4.043010753,0,4.043010753,0,0,4.043010753,0,0,0,0,0.021505376,0,0,0,0,0.709677419,0.709677419,0.086021505,0.172043011,0,0.043010753,0.043010753,0.129032258,0.129032258,0.107526882,0,0.107526882,0.107526882,0,0,0.107526882,0.107526882,0.129032258,0,0.043010753,0,1007.9347826086956,45.608695652173914,0.9836956521739131,25.130434782608695,130.6875,9,,,68.75,,,,100,40.90909090909091,62,2022,1108.0743243243244
Kakureijo,77,377,3.027522936,3.027522936,3.027522936,0,0,0,0,,0,0,0.018348624,0,0,0,0,0.348623853,0.348623853,0.073394495,0.146788991,0,0.036697248,0.036697248,0.073394495,0.073394495,0.073394495,0,0.055045872,0.055045872,0,0,0.036697248,0.036697248,0.073394495,0,0.036697248,0,1243.125,45,1.1900000000000002,32.083333333333336,59.5,,,,,130,,,,,376,2022,945.5200353
Kanjenje,82,485,3.026086957,3.026086957,3.026086957,0,0,3.026086957,0,0,0,0,0.017391304,0,0,0.086956522,0,0.365217391,0.365217391,0.069565217,0.139130435,0.017391304,0.034782609,0.034782609,0.104347826,0.104347826,0.12173913,0,0.12173913,0.104347826,0,0,0.034782609,0,0.104347826,0,0.139130435,0.034782609,1340.9583333333333,44.875,1.0717391304347825,67.08333333333333,95.31578947,6,3,,122.5,,,,,64.16666666666667,40.55555555555556,2022,689.7990599294947
Kanyamisinga,267,1211,2.842931937,3.02617801,3.02617801,0,0,0,0,0.001490284,0,0,0.005235602,0,0,0,0,0.35078534,0.35078534,0.020942408,0.010471204,0,0.010471204,0.010471204,0.036649215,0.020942408,0.020942408,0,0.020942408,0.02617801,0,0,0.015706806,0.020942408,0.02617801,0,0.010471204,0,1413.59,41,1.318,22.5,33,,,,,31,,17.666666666666668,,5.5,,2022,706.3759213759214
Kanyankyende,127,638,3.039106145,3.039106145,3.039106145,0,0,0,0,,0,0,0.011173184,0,0,0,0,0.357541899,0.357541899,0.044692737,0.089385475,0,0.022346369,0.022346369,0.033519553,0.033519553,0.033519553,0,0.033519553,0.033519553,0,0,0.022346369,0.033519553,0.044692737,0,0.022346369,0,1464.4333333333334,40.5,0.5491666666666667,40.416666666666664,53.666666666666664,,0,,37.5,,,,,3.6,0,2022,645.6399613899614
Kanyashande,165,738,2.729613734,3.038626609,3.038626609,0,0,0,0,0.002601118,0,0,0.008583691,0,0,0,0,0.35193133,0.35193133,0.034334764,0.017167382,0,0.017167382,0.017167382,0.042918455,0.017167382,0.017167382,0,0.017167382,0.025751073,0,0,0.025751073,0.017167382,0.025751073,0,0.017167382,0,1395.2083333333333,42.666666666666664,1.0170833333333333,31.666666666666668,,,2,,32,100,,,,48,96.66666666666667,2022,748.1612302
Kanywansande,186,1031,4.030769231,4.030769231,4.030769231,10.07692308,0,0,0,0,0,0,0.007692308,0,0,0.023076923,0,0.361538462,0.361538462,0.030769231,0.061538462,0.007692308,0.015384615,0.015384615,0.069230769,0.069230769,0.069230769,0,0.053846154,0.053846154,0,0,0.030769231,0.038461538,0.069230769,0,0.015384615,0,1103.2,40.96666666666667,1.4017241379310343,26.766666666666666,119,,11.222222222222221,,116.4,119,,85,95,28.333333333333332,188.07142857142858,2022,
Karembo,66,334,3.106382979,3.106382979,3.106382979,0,0,3.106382979,0,,0,0,0.021276596,0,0,0,0,0.361702128,0.361702128,0.042553191,0.170212766,0,0.042553191,0.042553191,0.085106383,0.042553191,0.042553191,0,0.042553191,0.042553191,0,0,0.042553191,0,0.042553191,0,0.042553191,0,1048.2124999999999,42.875,0.9291666666666667,31.041666666666668,123.8,11.5,4,,122.5,180,,5,108.16666666666667,64.68421053,165.34375,2022,611.2736486486486
Karimongora,85,500,3.109243697,0,3.109243697,0,0,0,3.109243697,0,0,0,0.016806723,0,0,0,0,0.352941176,0.352941176,0.033613445,0.033613445,0,0.033613445,0.033613445,0.067226891,0.033613445,0.033613445,0,0.033613445,0.033613445,0,0,0.050420168,0.033613445,0.050420168,0,0.033613445,0,883.1166666666667,58.5,1.5916666666666668,35.833333333333336,82.4,,3,,40,,,10.666666666666666,120,63.18181818181818,85.71428571428571,2022,566.7690417690418
Kashambya_Kacerere,95,563,3.052631579,0,3.052631579,0,0,0,0,0.007597942,0,0,0.015037594,0,0,0,0,0.360902256,0.360902256,0.060150376,0.120300752,0,0.030075188,0.030075188,0.060150376,0.060150376,0.045112782,0,0.060150376,0.045112782,0,0,0.030075188,0.060150376,0.060150376,0,0.030075188,0,2091.6583333333333,45.666666666666664,1.0166666666666666,15.25,209,202,,,,,,70,,29,,2022,769.9004914004913
Kashamwe,78,482,3.119266055,0,3.119266055,0,0,0,3.119266055,0,0,0,0.018348624,0,0,0,0,0.366972477,0.366972477,0.036697248,0.036697248,0,0.036697248,0.036697248,0.055045872,0.036697248,0.036697248,0,0.036697248,0.036697248,0,0,0.055045872,0.036697248,0.036697248,0,0.036697248,0,779.9250000000001,47.166666666666664,1.3858333333333333,31.25,58.285714285714285,,2,,,,,1.8666666666666665,,40.333333333333336,32.5,2022,746.029601
Kashebeya,58,256,2.963855422,3.108433735,3.108433735,0,0,0,0,0.007478189,0,0,0.024096386,0,0,0,0,0.361445783,0.361445783,0.096385542,0.048192771,0,0.048192771,0.048192771,0.048192771,0.024096386,0.024096386,0,0.024096386,0.024096386,0,0,0.072289157,0.024096386,0.024096386,0,0.048192771,0,1416.23,51.9,0.7304999999999999,55,69.14285714285714,,6.25,,114,133.33333333333334,,3.5,,71.11111111111111,75.55555555555556,2022,734.8693693693693
Kashenyi,286,1381,3.007594937,3.007594937,3.007594937,0,0,0,0,,0,0,0.005063291,0,0,0,0,0.364556962,0.364556962,0.020253165,0.040506329,0,0.010126582,0.010126582,0.070886076,0.070886076,0.070886076,0,0.055696203,0.055696203,0,0,0.010126582,0.035443038,0.070886076,0,0.010126582,0,1484.2083333333333,35.166666666666664,0.7625000000000001,117.5,198.75,,,,170,,,,,120,65,2022,
Katabago_I,101,594,4.113475177,4.113475177,4.113475177,0,0,4.113475177,0,0,0,0,0.014184397,0,0,0,0,0.354609929,0.354609929,0.056737589,0.113475177,0,0.028368794,0.028368794,0.113475177,0.070921986,0.070921986,0,0.070921986,0.070921986,0,0,0.028368794,0.070921986,0.070921986,0,0.028368794,0,1003.6967741935483,45.483870967741936,0.8709677419354839,19.548387096774192,120,4.5,6.916666666666667,,121.11111111111111,150,,,135,56.8,117.14285714285714,2022,669.2096924510718
Katabago_Ii,180,1056,4.047244094,4.047244094,4.047244094,0,0,4.047244094,0,0,0,0,0.007874016,0,0,0,0,0.354330709,0.354330709,0.031496063,0.062992126,0,0.015748031,0.015748031,0.11023622,0.062992126,0.062992126,0,0.062992126,0.062992126,0,0,0.015748031,0.062992126,0.062992126,0,0.015748031,0,1016.4433333333333,52.4,1.920689655172414,20.5,115.28571428571429,2.75,51.25,,69.8,,,,73,116.93103448275862,92.5,2022,999.2082082082081
Katehe,88,445,3.048387097,3.048387097,3.048387097,0,0,3.048387097,0,,0,0,0.016129032,0,0,0,0,0.35483871,0.35483871,0.032258065,0.129032258,0,0.032258065,0.032258065,0.048387097,0.032258065,0.032258065,0,0.032258065,0.032258065,0,0,0.032258065,0,0.048387097,0,0.032258065,0,1095.625,45.791666666666664,1.3727272727272728,24.791666666666668,132.91666666666666,,5,,690,,,,40,57.416666666666664,222.72727272727272,2022,834.1196911196911
Kateija,57,308,0.929889299,0.929889299,0,0,0,0.929889299,0,,0,0,0.007380074,0,0,0,0,0.103321033,0.103321033,0.029520295,0.05904059,0,0.014760148,0.014760148,0.014760148,0.009594096,0.009594096,0,0.009594096,0.009594096,0,0,0.014760148,0.007380074,0.009594096,0,0.014760148,0,579.4,39.833333333333336,1.3208333333333333,63.75,81.36363636363636,,3.25,,,30,,6.454545454545454,45,44.5,77.72727272727273,2022,556.6277641277642
Katiba,228,1120,3.021806854,3.021806854,3.021806854,0,0,0,0,,0,0,0.00623053,0,0,0,0,0.355140187,0.355140187,0.024922118,0.049844237,0,0.012461059,0.012461059,0.068535826,0.068535826,0.068535826,0,0.049844237,0.049844237,0,0,0.012461059,0.037383178,0.068535826,0,0.012461059,0,1461.8666666666668,45.166666666666664,0.5750000000000001,90,191,,20,,250,71.5,,,,60,82.4,2022,835.5927306616962
Katungu,247,1246,3.034285714,3.034285714,3.034285714,0,0,0,0,,0,0,0.005714286,0,0,0,0,0.354285714,0.354285714,0.022857143,0.045714286,0,0.011428571,0.011428571,0.034285714,0.034285714,0.034285714,0,0.034285714,0.034285714,0,0,0.011428571,0.034285714,0.045714286,0,0.011428571,0,1508.4583333333333,47.083333333333336,1.2958333333333334,44.583333333333336,83.5,,,,100,,,3,,99.54545454545455,72.85714285714286,2022,
Katungu_Kacerere,96,578,3.088235294,0,3.088235294,0,0,0,0,0.007659314,0,0,0.014705882,0,0,0,0,0.352941176,0.352941176,0.058823529,0.117647059,0,0.029411765,0.029411765,0.058823529,0.058823529,0.044117647,0,0.058823529,0.044117647,0,0,0.029411765,0.058823529,0.058823529,0,0.029411765,0,2108.8900000000003,51,1.3122,35,192,12.5,,,,,,7.5,,,,2022,932.0579150579151
Keina,105,617,3.047619048,3.047619048,3.047619048,0,0,0,0,0,0,0,0.013605442,0,0,0,0,0.353741497,0.353741497,0.081632653,0.108843537,0,0.054421769,0.054421769,0.136054422,0.136054422,0.108843537,0,0.108843537,0.136054422,0,0,0.054421769,0.040816327,0.136054422,0,0.027210884,0,1579.3,39.666666666666664,0.65620625,23.333333333333332,91.33333333333333,,,,,,,,,51.875,36.3,2022,791.9099099099099
Kengoma_Kihembe,330,1967,4.017204301,4.017204301,4.017204301,0,0,0,0,0.003049853,0,0,0.004301075,0,0,0,0,0.356989247,0.356989247,0.017204301,0.034408602,0,0.008602151,0.008602151,0.068817204,0.068817204,0.068817204,0,0.055913978,0.055913978,0,0,0.017204301,0.038709677,0.068817204,0,0.008602151,0,1147.28,43.93333333333333,1.3810344827586205,32.5,90.62068965517241,9,12.175,86.25,93.92307692307692,127.6,,3.5,41.714285714285715,10.166666666666666,186.92307692307693,2022,645.1853281853282
Kibara,105,615,3.016216216,0,3.016216216,0,0,0,0,0.003556804,0,0,0.010810811,0,0,0,0,0.281081081,0.281081081,0.043243243,0.086486486,0,0.021621622,0.021621622,0.075675676,0.064864865,0.064864865,0,0.064864865,0.043243243,0,0,0.021621622,0.043243243,0.064864865,0,0.021621622,0,2084.8416666666667,49.333333333333336,0.6666666666666666,60.833333333333336,137.72727272727272,1.5,,220,,,,10.333333333333334,,3.888888888888889,,2022,913.9338303821062
Kibare,92,560,3.069767442,0,3.069767442,0,0,0,0,0.002443961,0,0,0.015503876,0,0,0,0,0.356589147,0.356589147,0.062015504,0.124031008,0,0.031007752,0.031007752,0.031007752,0.031007752,0.031007752,0,0.031007752,0.031007752,0,0,0.031007752,0.031007752,0.031007752,0,0.031007752,0,2039.6499999999999,57.583333333333336,0.7166666666666668,49.583333333333336,116.1,26,,,,,,6.125,,32.666666666666664,,2022,588.5840188014101
Kigarya,38,228,3.074074074,0,3.074074074,0,0,0,0,0.005167959,0,0,0.037037037,0,0,0,0,0.37037037,0.37037037,0.074074074,0.296296296,0,0.074074074,0.074074074,0.037037037,0.037037037,0.037037037,0,0.037037037,0.037037037,0,0,0.037037037,0.037037037,0.037037037,0,0.074074074,0,2143.9500000000003,50.25,1.5058333333333334,61.916666666666664,125.27272727272727,,,,,,,6.5625,,5,,2022,807.2909379968204
Kihembe_Central,123,724,4.046242775,4.046242775,4.046242775,0,0,0,0,0.008271065,0,0,0.011560694,0,0,0,0,0.358381503,0.358381503,0.046242775,0.092485549,0,0.023121387,0.023121387,0.069364162,0.069364162,0.069364162,0,0.057803468,0.057803468,0,0,0.046242775,0.034682081,0.069364162,0,0.023121387,0,1123.05,49.63333333333333,2.0349999999999997,34.833333333333336,95.55172413793103,,6.181818181818182,175,110.9090909090909,,,7.666666666666667,64.875,27.818181818181817,230.74074074074073,2022,775.9711090400746
Kiina,127,745,3.039106145,3.039106145,3.039106145,0,0,0,0,0,0,0,0.011173184,0,0,0,0,0.357541899,0.357541899,0.067039106,0.089385475,0,0.044692737,0.044692737,0.134078212,0.134078212,0.111731844,0,0.111731844,0.134078212,0,0,0.044692737,0.044692737,0.134078212,0,0.022346369,0,1369.0454545454545,42.72727272727273,0.7763636363636363,33.72727272727273,43,,,,,35,,,,51.25,23.333333333333332,2022,981.5900900900901
Kikura,82,391,3.034482759,3.034482759,3.034482759,0,0,0,0,,0,0,0.017241379,0,0,0,0,0.362068966,0.362068966,0.034482759,0.034482759,0,0.034482759,0.034482759,0.051724138,0.034482759,0.034482759,0,0.034482759,0.034482759,0,0,0.034482759,0,0.034482759,0,0.034482759,0,1629.8166666666666,40.083333333333336,1.575,43.166666666666664,84.8,,,,53,,,12.75,85,110,134.27272727272728,2022,751.4982373678026
Kinoni,68,337,3.041666667,3.041666667,3.041666667,0,0,3.041666667,0,,0,0,0.020833333,0,0,0,0,0.354166667,0.354166667,0.041666667,0.166666667,0,0.041666667,0.041666667,0.0625,0.020833333,0.041666667,0,0.020833333,0.041666667,0,0,0.041666667,0,0.041666667,0,0.041666667,0,1080.8041666666666,47.416666666666664,0.9608695652173914,31.791666666666668,154.94444444444446,,9,260,392,,,9,69.33333333333333,103.29166666666667,241.8421052631579,2022,713.3431257344301
Kiranga_A,68,303,3.073684211,3.073684211,3.073684211,0,0,3.073684211,0,0,0,0,0.021052632,0,0,0,0,0.357894737,0.357894737,0.084210526,0.168421053,0,0.042105263,0.042105263,0.063157895,0.042105263,0.042105263,0,0.042105263,0.063157895,0,0,0.042105263,0.084210526,0.042105263,0,0.063157895,0.042105263,1042.6541666666667,48.375,0.6547619047619048,51.5,68.8,,7.25,,394.8421052631579,60,,3.8333333333333335,,11.625,160,2022,481.3127815315315
Kiranga_B,78,345,3.081081081,3.081081081,3.081081081,0,0,3.081081081,0,0,0,0,0.018018018,0,0,0,0,0.36036036,0.36036036,0.072072072,0.144144144,0,0.036036036,0.036036036,0.054054054,0.036036036,0.036036036,0,0.036036036,0.054054054,0,0,0.036036036,0.09009009,0.036036036,0,0.054054054,0.036036036,1038.6083333333333,53.458333333333336,1.1142857142857143,65.54166666666667,55,,22.666666666666668,,558.6666666666666,40,,5.666666666666667,,24.4,140,2022,584.9723854289072
Kiriba,143,856,3.034482759,0,3.034482759,0,0,0,0,0.001586115,0,0,0.009852217,0,0,0,0,0.354679803,0.354679803,0.039408867,0.078817734,0,0.019704433,0.019704433,0.02955665,0.02955665,0.02955665,0,0.02955665,0.02955665,0,0,0.019704433,0.02955665,0.039408867,0,0.019704433,0,2087.7583333333337,50.666666666666664,1.7208333333333332,44.166666666666664,186.58333333333334,9,,,,,,5.375,,29,,2022,822.1072072072072
Kiriba_A,251,1181,3.020134228,0,3.020134228,0,0,0,0,,0,0,0.004474273,0,0,0,0,0.281879195,0.281879195,0.017897092,0.035794183,0,0.008948546,0.008948546,0.049217002,0.035794183,0.022371365,0,0.022371365,0.035794183,0,0,0.008948546,0.022371365,0.031319911,0,0.008948546,0,2081.25,46.666666666666664,1.1824999999999999,74.16666666666667,153.63636363636363,13.875,,,,,,4.545454545454546,,21,,2022,758.9095634095635
Kiriba_B,151,759,3.034220532,0,3.034220532,0,0,0,0,,0,0,0.007604563,0,0,0,0,0.288973384,0.288973384,0.030418251,0.060836502,0,0.015209125,0.015209125,0.045627376,0.038022814,0.022813688,0,0.022813688,0.038022814,0,0,0.015209125,0.022813688,0.030418251,0,0.015209125,0,2007.1833333333334,53.25,0.9216666666666665,57.083333333333336,109.5,13.2,,,,,,5.5,,10,,2022,663.3263263263262
Kiriba_Kashasha,99,494,3.034482759,0,3.034482759,0,0,0,0,,0,0,0.011494253,0,0,0,0,0.284482759,0.284482759,0.045977011,0.091954023,0,0.022988506,0.022988506,0.045977011,0.034482759,0.034482759,0,0.022988506,0.022988506,0,0,0.045977011,0.022988506,0.034482759,0,0.045977011,0,2115.4416666666666,49.583333333333336,0.75,42.5,204.0909090909091,15,,250,,,,10.5,,4.8,,2022,879.2737955
Kirimbi,79,402,3.043478261,0,3.043478261,0,0,0,0,,0,0,0.014492754,0,0,0,0,0.286231884,0.286231884,0.057971014,0.115942029,0,0.028985507,0.028985507,0.043478261,0.028985507,0.028985507,0,0.028985507,0.028985507,0,0,0.057971014,0.028985507,0.043478261,0,0.057971014,0,2094.3545454545456,41.54545454545455,0.7318181818181819,24.545454545454547,211.36363636363637,,,,,,,11.722222222222221,,16,,2022,762.1299871299872
Kiruruma_Kacerere,148,898,3.027027027,0,3.027027027,0,0,0,0,0.002471042,0,0,0.007722008,0,0,0,0,0.285714286,0.285714286,0.046332046,0.061776062,0,0.015444015,0.015444015,0.069498069,0.061776062,0.061776062,0,0.061776062,0.046332046,0,0,0.015444015,0.046332046,0.061776062,0,0.015444015,0,2032.1999999999998,53.30769230769231,1.0807692307692307,40,178.84615384615384,178.6,,175,,,,53.75,,28.75,,2022,900.7021396396395
Kirwa_Kacerere,68,393,3.076923077,0,3.076923077,0,0,0,0,0.005734767,0,0,0.017094017,0,0,0,0,0.290598291,0.290598291,0.068376068,0.136752137,0,0.034188034,0.034188034,0.068376068,0.068376068,0.068376068,0,0.068376068,0.051282051,0,0,0.034188034,0.051282051,0.068376068,0,0.034188034,0,2012.0416666666667,50.083333333333336,1.4433333333333334,15.416666666666666,197.77777777777777,9.666666666666666,,,,,,5,,25.6,10,2022,782.1633372502938
Kirwa_Kagunga,48,291,3.194029851,0,3.194029851,0,0,0,0,0.004548685,0,0,0.029850746,0,0,0,0,0.358208955,0.358208955,0.059701493,0.23880597,0,0.059701493,0.059701493,0.059701493,0.029850746,0.029850746,0,0.029850746,0.029850746,0,0,0.029850746,0.029850746,0.029850746,0,0.059701493,0,2015.4166666666667,53.666666666666664,2.0166666666666666,58.75,172.83333333333334,12,,,,,,4.95,,3,,2022,748.6559121621622
Kisenyi,101,498,3.057471264,0,3.057471264,0,0,0,0,,0,0,0.011494253,0,0,0,0,0.287356322,0.287356322,0.045977011,0.091954023,0,0.022988506,0.022988506,0.045977011,0.034482759,0.034482759,0,0.022988506,0.022988506,0,0,0.045977011,0.022988506,0.034482759,0,0.045977011,0,2040.3363636363638,53.36363636363637,0.6883795454545454,62.90909090909091,78.25,,,,,,,14,,,,2022,772.4277726001865
Kitongo,90,443,3.031746032,3.031746032,3.031746032,0,0,0,0,,0,0,0.015873016,0,0,0,0,0.365079365,0.365079365,0.063492063,0.126984127,0,0.031746032,0.031746032,0.031746032,0.031746032,0.031746032,0,0.031746032,0.031746032,0,0,0.031746032,0.031746032,0.047619048,0,0.031746032,0,1461.95,55.333333333333336,1.8541666666666667,63.75,224.28571428571428,,,,249,15,,10.375,,272.6,122,2022,948.4841017488077
Kitooma,77,387,3.051094891,0,3.051094891,0,0,0,0,,0,0,0.01459854,0,0,0,0,0.277372263,0.277372263,0.058394161,0.116788321,0,0.02919708,0.02919708,0.04379562,0.02919708,0.02919708,0,0.02919708,0.02919708,0,0,0.058394161,0.02919708,0.04379562,0,0.058394161,0,2131.4083333333333,53.166666666666664,0.3833333333333333,26.666666666666668,76,,,,,,,4.333333333333333,,4.8,,2022,699.6556991774384
Kitwego,69,422,3.073170732,0,3.073170732,0,0,0,0,0.005636856,0,0,0.016260163,0,0,0,0,0.276422764,0.276422764,0.06504065,0.130081301,0,0.032520325,0.032520325,0.06504065,0.06504065,0.06504065,0,0.06504065,0.048780488,0,0,0.032520325,0.048780488,0.06504065,0,0.032520325,0,2024.8333333333333,53.916666666666664,0.7955833333333334,28.166666666666668,175.71428571428572,,,260,,,,27.5,,9.5,,2022,848.5033783783783
Kyamba,89,396,3.104,3.104,3.104,0,0,3.104,0,0,0,0,0.016,0,0,0,0,0.352,0.352,0.064,0.128,0,0.032,0.032,0.048,0.048,0.048,0,0.032,0.048,0,0,0.032,0.096,0.032,0,0.064,0.032,1010.258064516129,50.225806451612904,1.0844827586206895,65.28387096774193,,,5,,325.8,148.33333333333334,,5.666666666666667,,7.571428571428571,160,2022,661.4425675675676
Kyeijanga,105,525,3.040540541,3.040540541,3.040540541,0,0,0,0,,0,0,0.013513514,0,0,0,0,0.351351351,0.351351351,0.054054054,0.108108108,0,0.027027027,0.027027027,0.040540541,0.040540541,0.040540541,0,0.040540541,0.040540541,0,0,0.027027027,0.040540541,0.040540541,0,0.027027027,0,1502.7250000000001,45.5,1.3375000000000001,33.5,80,,,,50,,,,,77.33333333333333,167.66666666666666,2022,675.6861018711019
Kyenjojo_I,84,499,4.066666667,4.066666667,4.066666667,0,0,4.066666667,0,0,0,0,0.016666667,0,0,0,0,0.35,0.35,0.066666667,0.133333333,0,0.033333333,0.033333333,0.1,0.066666667,0.066666667,0,0.066666667,0.066666667,0,0,0.033333333,0.066666667,0.066666667,0,0.033333333,0,1045.025,46.333333333333336,0.90625,30.625,129.75,,,,285,110,,,,32.53333333333333,170,2022,796.7680180180181
Kyenjojo_Ii,69,416,4.166666667,4.166666667,4.166666667,0,0,4.166666667,0,0,0,0,0.020833333,0,0,0,0,0.354166667,0.354166667,0.083333333,0.166666667,0,0.041666667,0.041666667,0.104166667,0.0625,0.0625,0,0.0625,0.0625,0,0,0.041666667,0.0625,0.0625,0,0.041666667,0,1036.675,50.166666666666664,0.6687500000000001,22.208333333333332,101.3529411764706,9,100,,112.85714285714286,,,,,104.6086956521739,131.75,2022,926.1956522
Kyozi,129,714,4.043715847,4.043715847,4.043715847,0,0,0,0,0.007794298,0,0,0.010928962,0,0,0,0,0.349726776,0.349726776,0.043715847,0.087431694,0,0.021857923,0.021857923,0.06557377,0.06557377,0.06557377,0,0.054644809,0.054644809,0,0,0.043715847,0.043715847,0.06557377,0,0.021857923,0,1162.1633333333334,42.93333333333333,1.7583333333333333,22.833333333333332,111.73913043478261,,2.533333333333333,181.66666666666666,126.07142857142857,149,,4,83.5,15,245.2941176470588,2022,686.7875675675675
Kyumbuguchu,128,593,2.984126984,3.037037037,3.037037037,0,0,0,0,0.002810847,0,0,0.010582011,0,0,0,0,0.338624339,0.338624339,0.042328042,0.021164021,0,0.021164021,0.021164021,0.042328042,0.021164021,0.021164021,0,0.021164021,0.021164021,0,0,0.031746032,0.021164021,0.031746032,0,0.021164021,0,1420.6916666666666,36.416666666666664,0.8954166666666667,25.833333333333332,93.75,,,,,170,,3.25,,15,2,2022,603.4506989748369
Mabaare,157,760,3.045454545,3.045454545,3.045454545,0,0,0,0,,0,0,0.009090909,0,0,0,0,0.354545455,0.354545455,0.036363636,0.072727273,0,0.018181818,0.018181818,0.036363636,0.036363636,0.036363636,0,0.036363636,0.036363636,0,0,0.018181818,0.036363636,0.045454545,0,0.018181818,0,1442.7333333333333,50.75,1.4566666666666668,26.666666666666668,119.11111111111111,,6.375,,128.57142857142858,360,,4.625,,207.0909090909091,110.625,2022,796.4378378
Marashaniro,75,441,3.028037383,3.028037383,3.028037383,0,0,0,0,0,0,0,0.018691589,0,0,0,0,0.355140187,0.355140187,0.112149533,0.14953271,0,0.074766355,0.074766355,0.130841121,0.130841121,0.112149533,0,0.112149533,0.130841121,0,0,0.074766355,0.037383178,0.130841121,0,0.037383178,0,1612.3083333333334,38.833333333333336,2.3833333333333333,51.25,136.25,,2,,55,,,3.5,,221.33333333333334,130.55555555555554,2022,757.7533783783783
Mashoho,89,445,3.044025157,0,3.044025157,0,0,0,0,,0,0,0.012578616,0,0,0,0,0.27672956,0.27672956,0.050314465,0.100628931,0,0.025157233,0.025157233,0.050314465,0.037735849,0.025157233,0,0.025157233,0.037735849,0,0,0.025157233,0.025157233,0.025157233,0,0.025157233,0,1877.2916666666667,39,0.5666666666666667,38.333333333333336,92,9.75,,200,,,,8,,5.333333333333333,,2022,785.4692874692875
Mayanga_A,88,499,3.048387097,0,3.048387097,0,0,0,3.048387097,0,0,0,0.016129032,0,0,0.064516129,0,0.35483871,0.35483871,0.064516129,0.129032258,0.016129032,0.032258065,0.032258065,0.064516129,0.048387097,0.048387097,0,0.048387097,0.048387097,0,0,0.032258065,0.032258065,0.048387097,0,0.016129032,0,1519.7083333333333,47,1.0560416666666665,30.416666666666668,73,,,,,,,,,58.55555555555556,136.36363636363637,2022,619.8413631022327
Mayanga_B,55,349,3.168831169,0,3.168831169,0,0,0,3.168831169,0,0,0,0.025974026,0,0,0,0,0.363636364,0.363636364,0.103896104,0.207792208,0,0.051948052,0.051948052,0.077922078,0.051948052,0.051948052,0,0.051948052,0.051948052,0,0,0.051948052,0.025974026,0.051948052,0,0.025974026,0,0,50.916666666666664,0.6158333333333333,52.083333333333336,57,,,,,,,,,55.666666666666664,,2022,654.2304054054055
Mayanga_C,102,567,3.084507042,0,3.084507042,0,0,0,3.084507042,0,0,0,0.014084507,0,0,0,0,0.366197183,0.366197183,0.056338028,0.112676056,0,0.028169014,0.028169014,0.070422535,0.042253521,0.042253521,0,0.042253521,0.042253521,0,0,0.028169014,0.042253521,0.042253521,0,0.014084507,0,1554.1916666666666,45.75,1.0833333333333333,45,80,,,,,,,,,50.083333333333336,2,2022,502.2022022022022
Mayanga_D,83,484,3.05982906,0,3.05982906,0,0,0,3.05982906,0,0,0,0.017094017,0,0,0,0,0.358974359,0.358974359,0.068376068,0.136752137,0,0.034188034,0.034188034,0.068376068,0.051282051,0.051282051,0,0.051282051,0.051282051,0,0,0.034188034,0.034188034,0.051282051,0,0.017094017,0,1556.3666666666668,58.916666666666664,0.35000000000000003,91.25,180,,,,,,,,,40,80,2022,892.1363102232666
