pre_village,hhs,hot_pepper_tins_organic_pesticides,derris_tin_organic_pesticides,neem_kg_organic_pesticides,onions_bags_organic_pesticides,tephrosia_kgs_organic_pesticides,garlic_kgs_organic_pesticides,ginger_kgs_organic_pesticides,plastic_tanks_120_ltrs_liquid_manure,sacks_liquid_manure,sisal_rope_liquid_manure,filter_liquid_manure,mortar_&_pestle_liquid_manure,hoes_tools,spades_tools,pick_axes_tools,forked_spades_tools,forked_hoes_tools,pangas_tools,secateurs_tools,gloves_tools,wheelbarrows_tools,trowels_tools,watering_cans_tools,jerrican_tools,spray_pumps_tools,turplins_tools,Beans_seeds,Maize_seeds,Soyabean_seeds,Gnuts_seeds,Onions(Basin)_seeds,Rice_seeds,Field Peas_seeds,Sweet potatoes(Bags),Millet_seeds,Irish Potatoes_seeds,Cassava (bags),Mugavu tree seedlings,Onions (Kg)_seeds,Millet.1_seeds,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort,Agriculture Value (USD)
Bwisanga_Isalo,68.0,0.020618557,0.0,0.0,0.0,0.0,0.350515464,0.350515464,0.082474227,0.164948454,0.0,0.041237113,0.041237113,0.082474227,0.041237113,0.020618557,0.0,0.020618557,0.041237113,0.0,0.0,0.020618557,0.041237113,0.041237113,0.0,0.020618557,0.020618557,3.0,3.0,3.0,,,,,,,,,,,,992.0666666666668,45.083333333333336,1.0499999999999998,46.458333333333336,56.75,,9.1,,448.22222222222223,155.0,,9.666666666666666,,6.0,,2022.0,442.2310167310167
Byumba,166.0,0.008695652,0.0,0.0,0.017391304,0.004347826,0.360869565,0.360869565,0.017391304,0.017391304,0.0,0.017391304,0.017391304,0.089712757,0.089712757,0.089712757,0.0,0.089712757,0.089712757,0.0,0.0,0.017391304,0.086956522,0.086956522,0.0,0.017391304,0.0,4.0,4.0,,4.0,,,,,,,,,,,1478.5,47.0,1.183,35.0,488.0,,10.0,,1300.0,60.0,,7.5,,104.0,37.5,,802.0083334
Gihuyaga,204.0,0.009803922,0.0,0.009803922,0.0,0.0,0.0,0.0,0.039215686,0.009803922,0.009803922,0.019607843,0.019607843,0.342857143,0.285714286,0.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171428571,0.0,0.029411765,0.0,3.0,,,,,,3.0,1.0,,,,,,,,44.61904761904762,0.0,,,,,,,,,,,,,2020.0,458.77272727272725
Habuhinga,79.0,0.018018018,0.0,0.0,0.0,0.0,0.36036036,0.36036036,0.072072072,0.144144144,0.0,0.036036036,0.036036036,0.018018018,0.018018018,0.018018018,0.0,0.018018018,0.018018018,0.0,0.0,0.036036036,0.018018018,0.036036036,0.0,0.036036036,0.0,3.0,3.0,,,,,,,,0.25,,,,,2026.975,50.333333333333336,1.0,50.25,158.0,,,,,,,3.928571428571429,,25.0,,2022.0,754.8777348777348
Ibarya,87.0,0.022988506,0.0,0.0,0.045977011,0.011494253,0.5,0.5,0.045977011,0.045977011,0.045977011,0.045977011,0.045977011,0.172711572,0.172711572,0.172711572,0.0,0.172711572,0.0,0.0,0.0,0.0,0.0,0.252873563,0.0,0.045977011,0.0,4.0,3.0,,3.0,,,,,,,,,,,1325.5833333333333,48.16666666666666,0.8916666666666666,52.5,333.75,,11.0,,1300.0,,,10.0,,41.0,51.833333333333336,,762.4864864590909
Iguliryo,102.0,0.013986014,0.0,0.0,0.0,0.0,0.363636364,0.363636364,0.055944056,0.111888112,0.0,0.027972028,0.027972028,0.06993007,0.041958042,0.041958042,0.0,0.027972028,0.041958042,0.0,0.0,0.055944056,0.027972028,0.055944056,0.0,0.055944056,0.153846154,3.0,3.0,3.0,3.0,,,,,,,,,,,1026.7935483870967,42.12903225806452,1.1416666666666666,56.774193548387096,34.0,,16.666666666666668,,329.0,,,8.0,,14.0,,2022.0,453.8198198198198
Ihunga,138.0,0.008130081,0.0,0.0,0.008130081,0.0,0.284552846,0.284552846,0.032520325,0.06504065,0.008130081,0.016260163,0.016260163,0.048780488,0.032520325,0.024390244,0.0,0.024390244,0.032520325,0.0,0.0,0.016260163,0.024390244,0.032520325,0.0,0.016260163,0.0,3.0,3.0,,,,,,,,0.5,,,,,2070.976923076923,41.53846153846154,0.5115384615384616,55.76923076923077,115.54545454545456,20.625,,,,,,4.5,,4.666666666666667,,2022.0,776.7220077220078
Ireehe,94.0,0.015151515,0.0,0.0,0.0,0.0,0.363636364,0.363636364,0.060606061,0.121212121,0.0,0.03030303,0.03030303,0.045454545,0.045454545,0.03030303,0.0,0.03030303,0.045454545,0.0,0.0,0.03030303,0.03030303,0.03030303,0.0,0.03030303,0.03030303,3.0,3.0,3.0,,,,,,,,,,,,1034.4333333333334,39.04166666666666,1.0738095238095238,64.20833333333333,72.5,,6.333333333333333,,416.0,,,3.0,,26.22222222222222,70.0,2022.0,560.8944658944658
Itara,125.0,0.016,0.0,0.016,0.016,0.0,0.0,0.0,0.016,0.048,0.032,0.032,0.032,0.21574973,0.172599784,0.129449838,0.0,0.129449838,0.0,0.0,0.0,0.016,0.0,0.21574973,0.0,0.0,0.0,5.0,,,5.0,,,,,,,,,,,1581.575,40.66666666666666,0.6866458333333334,29.58333333333333,64.5,,,,,300.0,,8.0,,46.7,72.6,2020.0,287.11261261261257
Iterero,79.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.050632911,0.050632911,0.050632911,0.050632911,0.050632911,0.224719101,0.187265918,0.0,0.187265918,0.0,0.050632911,0.0,0.0,0.0,0.0,0.0,0.075949367,0.0,0.0,4.0,,4.0,4.0,,,,,,,,,,,1286.7,47.25,0.875,26.666666666666668,142.14285714285714,4.5,,,200.0,,,4.333333333333333,130.0,45.55555555555556,25.0,,724.4769143958333
Kababagi,102.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.039215686,0.039215686,0.0,0.039215686,0.039215686,0.224719101,0.187265918,0.0,0.187265918,0.0,0.039215686,0.0,0.0,0.0,0.0,0.0,0.058823529,0.0,0.0,4.0,,4.0,4.0,,,,,,,,,,,883.6083333333332,49.0,0.6458333333333334,35.0,123.5,,,,90.0,,,,,61.36363636363637,50.0,,680.7273998034483
Kabaranga,77.0,0.025974026,0.0,0.0,0.051948052,0.0,0.0,0.0,0.051948052,0.051948052,0.051948052,0.051948052,0.051948052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,4.0,3.0,,,,,,,,,,,0.0,47.90909090909091,1.05,91.09090909,110.1818181818182,,4.25,,78.57142857142857,,,6.85,,160.0,231.66666666666663,,697.0231727652174
Kabeshekyere,186.0,0.0,0.0,0.0,0.0,0.0,0.005376344,0.005376344,0.032258065,0.032258065,0.010752688,0.021505376,0.032258065,0.193548387,0.13318535,0.053763441,0.0,0.0,0.053763441,0.0,0.0,0.021505376,0.0,0.177580466,0.0,0.0,0.172043011,3.0,,,4.0,,,,,,,,,,,,43.47058823529412,0.0,,,,,,,,,,,,,2020.0,652.1138996138997
Kabijaga,60.0,0.033333333,0.0,0.033333333,0.0,0.0,0.0,0.0,0.066666667,4.0,0.0,0.066666667,0.066666667,0.320512821,0.320512821,0.320512821,0.192307692,0.0,0.0,0.0,0.0,0.0,0.0,0.461538462,0.0,0.0,0.0,3.0,,3.0,,,,,,,0.25,,,,,976.4363636363636,50.09090909090909,1.2045454545454546,38.18181818181818,108.75,7.0,,170.0,,,,6.333333333333333,,68.71428571428571,15.0,2020.0,1050.4054054054054
Kabingo,86.0,0.02,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.046511628,0.046511628,0.140350877,0.140350877,0.140350877,0.0,0.140350877,0.0,0.0,0.0,0.023255814,0.0,0.187134503,0.0,0.023255814,0.0,4.0,,4.0,3.0,,,,,,,,,,,1245.9727272727273,51.45454545454545,0.6590909090909091,53.63636363636363,141.44444444444446,,2.5,,106.0,,,18.166666666666668,,75.0,80.0,,631.7749156
Kabirizi,59.0,0.025,0.0,0.0,0.05,0.0125,0.36875,0.36875,0.05,0.05,0.0,0.05,0.05,0.091671846,0.091671846,0.091671846,0.0,0.091671846,0.091671846,0.0,0.0,0.05,0.1,0.1,0.0,0.05,0.0,4.0,4.0,,4.0,,,,,,,,,,,1475.0,54.91666666666666,1.681,80.0,345.0,,2.0,,1300.0,,,3.0,,73.66666666666667,150.0,,771.8716216608696
Kaburara,150.0,0.012987013,0.0,0.0,0.0,0.0,0.493506494,0.493506494,0.051948052,0.103896104,0.0,0.025974026,0.025974026,0.067532468,0.045454545,0.045454545,0.0,0.045454545,0.045454545,0.0,0.0,0.025974026,0.033766234,0.045454545,0.0,0.025974026,0.0,3.0,,3.0,3.0,,,,,,,,,,,1218.2,46.91666666666666,1.5708333333333335,42.5,71.125,,5.0,200.0,21.5,,,7.6,70.0,40.90909090909091,73.33333333333333,2022.0,637.0330330330331
Kabuzigye,23.0,0.086956522,0.0,0.086956522,0.0,0.0,0.0,0.0,0.173913043,4.0,0.0,0.173913043,0.173913043,0.320512821,0.320512821,0.320512821,0.192307692,0.0,0.0,0.0,0.0,0.0,0.0,0.461538462,0.0,0.0,0.0,3.0,,3.0,,,,,,,0.25,,,,,1955.4272727272728,48.63636363636363,0.9997727272727271,26.545454545454547,46.57142857142857,,,,,,,,,42.875,12.5,2020.0,529.8624078624078
Kabyaza,146.0,0.01369863,0.0,0.01369863,0.0,0.0,0.0,0.0,0.054794521,0.01369863,0.01369863,0.02739726,0.02739726,0.342857143,0.285714286,0.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171428571,0.0,0.04109589,0.0,3.0,,,,,,3.0,1.0,,,,,,,,44.18518518518518,0.0,,,,,,,,,,,,,2020.0,512.2950450450451
Kacence,84.5,0.02,0.0,0.0,0.25,0.0,0.25,0.25,0.037735849,0.037735849,0.0,0.054977229,0.054977229,0.182534989,0.163808398,0.070175439,0.093632959,0.070175439,0.037735849,0.0,0.0,0.00862069,0.0,0.093567252,0.056603774,0.00862069,0.0,4.0,,4.0,3.5,,,,,,,,,,,878.3125,50.875,1.301770833333333,44.16666666666666,145.15,6.0,7.5,70.0,58.2,,135.0,10.333333333333334,,140.52173913043478,178.7,,790.0639419902438
Kacerere,182.0,0.007751938,0.0,0.0,0.015503876,0.003875969,0.352713178,0.352713178,0.015503876,0.015503876,0.0,0.015503876,0.015503876,0.087685066,0.087685066,0.087685066,0.0,0.087685066,0.087685066,0.0,0.0,0.015503876,0.085271318,0.085271318,0.0,0.015503876,0.0,4.0,4.0,,4.0,,,,,,,,,,,1502.0,50.083333333333336,1.175,56.66666666666666,426.22222222222223,,,,1300.0,,,17.0,,44.333333333333336,15.0,,942.008446
Kacerere_Bufundi,101.0,0.014285714,0.0,0.0,0.0,0.0,0.357142857,0.357142857,0.057142857,0.114285714,0.0,0.028571429,0.028571429,0.071428571,0.071428571,0.042857143,0.0,0.071428571,0.042857143,0.0,0.0,0.028571429,0.071428571,0.071428571,0.0,0.028571429,0.0,3.0,3.0,,,,,,,,0.5,,,,,2050.6384615384613,47.61538461538461,1.0653846153846154,21.0,161.66666666666666,6.333333333333333,,,,,,4.416666666666667,,6.6,,2022.0,924.7362162162162
Kafunjo,89.0,0.02247191,0.0,0.0,0.04494382,0.02247191,0.5,0.5,0.02247191,0.04494382,0.0,0.04494382,0.04494382,0.166865316,0.166865316,0.166865316,0.0,0.166865316,0.119189511,0.0,0.0,0.04494382,0.112359551,0.157303371,0.0,0.04494382,0.0,4.0,2.0,,4.0,,,,,,,,,,,0.0,40.7,1.406,48.5,66.4,20.75,,,,,,3.0,,30.0,113.33333333333331,,966.6413288583334
Kafunjo Cell,62.0,0.032258065,0.0,0.032258065,0.0,0.0,0.0,0.0,0.064516129,4.0,0.064516129,0.064516129,0.064516129,0.320512821,0.320512821,0.320512821,0.192307692,0.0,0.0,0.0,0.0,0.0,0.0,0.461538462,0.0,0.0,0.0,3.0,,3.0,,,,,,,0.25,,,,,911.5,36.0,1.534375,18.125,45.2,5.5,,,,,,7.5,,45.0,50.0,2020.0,680.2643948296122
Kagaana,92.0,0.015151515,0.0,0.0,0.03030303,0.0,0.348484848,0.348484848,0.090909091,0.363636364,0.0,0.121212121,0.121212121,0.113420618,0.113420618,0.113420618,0.0,0.113420618,0.113420618,0.0,0.0,0.03030303,0.0,0.113420618,0.0,0.0,0.226841236,4.0,4.0,,,,,4.0,,,,,,,,1986.85,39.083333333333336,1.39,58.75,152.25,4.0,,150.0,,,,3.6666666666666665,,4.0,,,659.3233591357142
Kagali,106.0,0.010638298,0.0,0.0,0.0,0.0,0.281914894,0.281914894,0.042553191,0.085106383,0.0,0.021276596,0.021276596,0.042553191,0.031914894,0.031914894,0.0,0.021276596,0.021276596,0.0,0.0,0.042553191,0.021276596,0.031914894,0.0,0.042553191,0.0,3.0,3.0,,,,,,,,0.5,,,,,2007.8916666666669,42.833333333333336,0.9058333333333334,23.75,150.66666666666666,18.5,,250.0,,,,5.666666666666667,,12.25,,2022.0,791.1870870870871
Kagando_Kyabakara,122.0,0.011627907,0.0,0.0,0.058139535,0.0,0.360465116,0.360465116,0.046511628,0.093023256,0.011627907,0.023255814,0.023255814,0.104651163,0.069767442,0.069767442,0.0,0.069767442,0.069767442,0.0,0.0,0.023255814,0.069767442,0.069767442,0.0,0.023255814,0.0,4.0,4.0,4.0,4.0,,,,,,,,,,,1029.5827586206897,50.172413793103445,0.7258620689655173,30.344827586206897,91.57142857142856,,3.0,,65.0,57.5,,,35.0,89.375,136.875,2022.0,749.8359739049395
Kagarama_Nyabubare,120.0,0.011764706,0.0,0.0,0.011764706,0.0,0.352941176,0.352941176,0.023529412,0.094117647,0.011764706,0.023529412,0.023529412,0.055294118,0.028235294,0.037647059,0.0,0.028235294,0.037647059,0.0,0.0,0.023529412,0.0,0.045882353,0.0,0.023529412,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1083.5733333333333,46.7,1.1620689655172414,38.833333333333336,107.5,5.0,5.5,,65.0,,,,112.5,116.57142857142856,212.63636363636363,2022.0,806.3079150579151
Kagasha,35.0,0.057142857,0.0,0.057142857,0.0,0.0,0.0,0.0,0.114285714,4.0,0.0,0.114285714,0.114285714,0.320512821,0.320512821,0.320512821,0.192307692,0.0,0.0,0.0,0.0,0.0,0.0,0.461538462,0.0,0.0,0.0,3.0,,3.0,,,,,,,0.25,,,,,2142.8,27.0,0.9125,190.0,,,,,,,,,,,,2020.0,288.3817567567568
Kagati,111.0,0.0,0.0,0.0,0.0,0.0,0.009009009,0.009009009,0.054054054,0.054054054,0.018018018,0.036036036,0.054054054,0.221975583,0.144144144,0.09009009,0.0,0.0,0.09009009,0.0,0.0,0.036036036,0.0,0.177580466,0.0,0.0,0.216216216,3.0,,,4.0,,,,,,,,,,,,39.30555555555556,0.0,,,,,,,,,,,,,2020.0,534.4758687258686
Kagogo,191.0,0.005952381,0.0,0.0,0.0,0.0,0.285714286,0.285714286,0.023809524,0.047619048,0.0,0.011904762,0.011904762,0.047619048,0.035714286,0.023809524,0.0,0.023809524,0.035714286,0.0,0.0,0.011904762,0.023809524,0.029761905,0.0,0.011904762,0.0,3.0,3.0,,,,,,,,0.5,,,,,2004.86,52.9,0.5,46.0,162.0,13.666666666666666,,,,,,6.333333333333333,,3.75,,2022.0,837.8238238238238
Kagoma,52.0,0.038461538,0.038461538,0.0,0.076923077,0.038461538,0.0,0.0,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.177865613,0.177865613,0.118577075,0.158102767,0.158102767,0.0,0.0,0.0,0.0,0.0,0.192307692,0.0,0.115384615,0.0,4.0,2.0,,4.0,,,,,,,,,,,1346.5,52.583333333333336,1.4541666666666666,39.583333333333336,47.7,,4.0,,365.0,100.0,,3.25,36.5,116.44444444444444,87.77777777777777,2020.0,706.5484234234234
Kagorogoro,76.75,0.0468260775,0.0,0.0188679245,0.047998516000000005,0.0,0.0188679245,0.0188679245,0.0569270875,0.0569270875,0.0296359825,0.0569270875,0.0569270875,0.20315326949999996,0.1559834585,0.09169035924999995,0.0,0.09169035924999995,0.0471698115,0.0,0.0,0.018362534,0.0,0.210002585,0.0,0.0,0.075471698,3.5,,3.5,3.0,,,3.0,,,,,,,,0.0,39.3,1.03025,26.6,102.6875,,3.0,90.0,,,,7.285714285714286,,77.4625,19.5,2020.0,641.3915029697639
Kagugo_Kacerere,37.0,0.030769231,0.0,0.0,0.0,0.0,0.276923077,0.276923077,0.123076923,0.246153846,0.0,0.061538462,0.061538462,0.061538462,0.061538462,0.061538462,0.0,0.061538462,0.061538462,0.0,0.0,0.061538462,0.061538462,0.061538462,0.0,0.061538462,0.0,3.0,3.0,,,,,,,,0.5,,,,,2043.636363636364,46.81818181818182,0.8409090909090909,65.90909091,124.9090909090909,,,,,,,8.55,,7.454545454545454,,2022.0,959.0529279
Kagunga_Kagunga,132.0,0.010752688,0.0,0.0,0.0,0.0,0.35483871,0.35483871,0.043010753,0.086021505,0.0,0.021505376,0.021505376,0.032258065,0.032258065,0.032258065,0.0,0.032258065,0.032258065,0.0,0.0,0.021505376,0.032258065,0.032258065,0.0,0.021505376,0.0,3.0,3.0,,,,,,,,0.25,,,,,2123.1846153846154,53.23076923076923,1.1261538461538465,71.15384615384616,123.72727272727272,16.0,,,,,,6.554545454545454,,21.25,,2022.0,566.7187187187187
Kagyeyo,116.0,0.012121212,0.0,0.0,0.024242424,0.0,0.351515152,0.351515152,0.0,0.024242424,0.0,0.024242424,0.024242424,0.091659753,0.091659753,0.091659753,0.0,0.091659753,0.091659753,0.0,0.0,0.024242424,0.0,0.091659753,0.0,0.0,0.0,3.0,,3.0,3.0,,,,,,,,,,,0.0,48.833333333333336,1.0375,38.333333333333336,120.0,,2.5,,40.0,,,13.0,,129.0,25.0,,854.0253378458333
Kahama,68.0,0.029411765,0.0,0.0,0.058823529,0.0,0.0,0.0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,4.0,3.0,,,,,,,,,,,1865.51,42.7,1.61,16.9,136.2,,,,,,,,,61.5,2.0,,881.8507637565218
Kahara,97.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.041237113,0.041237113,0.0,0.041237113,0.041237113,0.224719101,0.187265918,0.0,0.187265918,0.0,0.041237113,0.0,0.0,0.0,0.0,0.0,0.06185567,0.0,0.0,4.0,,4.0,4.0,,,,,,,,,,,1879.136363636364,56.0,2.1295454545454544,47.09090909090909,127.0,,,,,,,2.0,,69.88888888888889,160.0,,758.2082309136364
Kahoro,66.0,0.0,0.0,0.0,0.0,0.0,0.015151515,0.015151515,0.090909091,0.090909091,0.03030303,0.060606061,0.090909091,0.303030303,0.181818182,0.151515152,0.0,0.0,0.151515152,0.0,0.0,0.060606061,0.0,0.303030303,0.0,0.0,0.303030303,3.0,,,4.0,,,,,,,,,,,,43.3,0.0,,,,,,,,,,,,,2020.0,619.2032657657658
Kairabwa,132.0,0.015151515,0.0,0.0,0.03030303,0.015151515,0.5,0.5,0.015151515,0.03030303,0.015151515,0.03030303,0.03030303,0.166865316,0.166865316,0.166865316,0.0,0.166865316,0.119189511,0.0,0.0,0.03030303,0.121212121,0.166666667,0.0,0.03030303,0.0,4.0,2.0,,4.0,,,,,,,,,,,590.9166666666666,46.91666666666666,0.975,47.083333333333336,72.14285714285714,,2.0,,,,,2.333333333333333,,36.333333333333336,9.8,,587.1371371555556
Kajubwe,79.0,0.038299432,0.0,0.019607843,0.009345795,0.0,0.25,0.25,0.057907276,0.057907276,0.039215687,0.057907276,0.057907276,0.240246736,0.181767203,0.147520628,0.058479532,0.147520628,0.039215687,0.0,0.0,0.048561481,0.0,0.2742412035,0.0,0.05882353,0.0,3.0,,3.0,3.0,,,3.0,,,,,,,,1647.8166666666666,52.95833333333333,1.1430555555555557,52.95833333333333,24.33333333333333,,301.0,,,,,28.0,,42.13636363636364,22.33333333333333,2020.0,724.8144144144144
Kajumera,77.0,0.051948052,0.0,0.025974026,0.0,0.0,0.0,0.0,0.051948052,0.051948052,0.025974026,0.051948052,0.025974026,0.194741967,0.194741967,0.0,0.0,0.126582278,0.0,0.0,0.0,0.025974026,0.0,0.303797468,0.0,0.0,0.0,3.0,,,,,,3.0,,2.0,,,,,,1246.2666666666669,44.0,1.0055555555555555,27.77777777777778,91.66666666666669,,,,150.0,,,7.0,,116.125,,2020.0,638.0522914218566
Kajumo,98.0,0.020408163,0.0,0.020408163,0.0,0.0,0.020408163,0.020408163,0.040816327,0.06122449,0.020408163,0.040816327,0.040816327,0.225776105,0.225776105,0.112888053,0.112888053,0.112888053,0.0,0.0,0.0,0.020408163,0.0,0.265306122,0.0,0.06122449,0.0,4.0,,,4.0,,,,,2.0,,,,,,1496.111111111111,43.66666666666666,0.8777777777777778,145.0,27.75,,,,60.0,65.0,,6.333333333333333,,41.11111111111112,10.0,2020.0,730.2420681551116
Kakari_I_A,86.0,0.016528926,0.0,0.0,0.0,0.0,0.710743802,0.710743802,0.066115702,0.132231405,0.0,0.033057851,0.033057851,0.115702479,0.115702479,0.099173554,0.0,0.099173554,0.099173554,0.0,0.0,0.082644628,0.099173554,0.132231405,0.0,0.033057851,0.0,4.0,4.0,4.0,,,,,,,,,,,,1010.7041666666668,44.25,1.1434782608695653,15.041666666666666,234.11764705882356,16.4,7.0,,199.0,,,,60.0,223.25,218.57142857142856,2022.0,872.8495887191539
Kakari_I_B,82.0,0.017391304,0.0,0.0,0.0,0.0,0.713043478,0.713043478,0.069565217,0.139130435,0.0,0.034782609,0.034782609,0.12173913,0.12173913,0.104347826,0.0,0.104347826,0.104347826,0.0,0.0,0.086956522,0.104347826,0.139130435,0.0,0.034782609,0.0,4.0,4.0,4.0,,,,,,,,,,,,1020.3238095238096,50.47619047619048,0.8761904761904761,23.714285714285715,133.73333333333332,,3.0,,103.33333333333331,,,,,102.52380952380952,235.84615384615384,2022.0,1130.6036036036037
Kakarisa,130.0,0.011173184,0.0,0.0,0.022346369,0.0,0.363128492,0.363128492,0.067039106,0.268156425,0.0,0.089385475,0.089385475,0.118186653,0.118186653,0.118186653,0.0,0.118186653,0.118186653,0.0,0.0,0.022346369,0.0,0.118186653,0.0,0.0,0.236373306,4.0,4.0,,,,,4.0,,,,,,,,1905.55,53.833333333333336,1.3455,88.33333333333333,153.11111111111111,9.2,,,,,,7.857142857142857,,23.33333333333333,,,695.7567567054546
Kakimba,53.0,0.037735849,0.0,0.0,0.075471698,0.037735849,0.5,0.5,0.037735849,0.075471698,0.0,0.075471698,0.075471698,0.120378332,0.120378332,0.120378332,0.0,0.120378332,0.120378332,0.0,0.0,0.075471698,0.0,0.113207547,0.0,0.075471698,0.0,4.0,3.0,,4.0,,,,,,,,,,,1157.909090909091,51.09090909090909,1.0738636363636365,34.09090909090909,51.333333333333336,,,,,,,7.0,,53.333333333333336,162.44444444444446,,570.6708108
Kakureijo,77.0,0.018348624,0.0,0.0,0.0,0.0,0.348623853,0.348623853,0.073394495,0.146788991,0.0,0.036697248,0.036697248,0.073394495,0.073394495,0.073394495,0.0,0.055045872,0.055045872,0.0,0.0,0.036697248,0.036697248,0.073394495,0.0,0.036697248,0.0,3.0,3.0,,3.0,,,,,,,,,,,1243.125,45.0,1.1900000000000002,32.083333333333336,59.5,,,,,130.0,,,,,376.0,2022.0,945.5200353
Kakyeza,77.0,0.018348624,0.0,0.0,0.036697248,0.0,0.353211009,0.353211009,0.036697248,0.036697248,0.0,0.036697248,0.036697248,0.109039782,0.109039782,0.109039782,0.0,0.109039782,0.109039782,0.0,0.0,0.036697248,0.0,0.110091743,0.0,0.036697248,0.0,3.0,2.0,,3.0,,,,,,,,,,,1438.3636363636365,50.90909090909091,0.5681818181818182,53.63636363636363,56.85714285714285,20.0,2.0,,75.0,64.0,,3.375,17.0,29.5,9.0,,487.8350226
Kamabare,98.0,0.020408163,0.0,0.0,0.040816327,0.020408163,0.5,0.5,0.020408163,0.040816327,0.0,0.040816327,0.040816327,0.120378332,0.120378332,0.120378332,0.0,0.120378332,0.120378332,0.0,0.0,0.040816327,0.0,0.12244898,0.0,0.040816327,0.0,4.0,3.0,,4.0,,,,,,,,,,,562.0833333333334,34.916666666666664,0.5023333333333334,77.5,76.25,,,,,50.0,,3.25,,37.142857142857146,81.11111111111111,,744.4453583826087
Kamira,112.0,0.035714286,0.0,0.035714286,0.035714286,0.0,0.035714286,0.035714286,0.035714286,0.035714286,0.017857143,0.035714286,0.035714286,0.267857143,0.178571429,0.089285714,0.0,0.089285714,0.089285714,0.0,0.0,0.017857143,0.0,0.267857143,0.0,0.0,0.142857143,3.0,,,3.0,,,,,,,,,,,,49.86363636363637,0.0,,,,,,,,,,,,,2020.0,432.9558558558558
Kamuhozi,104.0,0.014925373,0.0,0.0,0.029850746,0.0,0.0,0.0,0.029850746,0.029850746,0.0,0.029850746,0.029850746,0.103384126,0.103384126,0.103384126,0.0,0.103384126,0.103384126,0.0,0.0,0.029850746,0.103384126,0.0,0.0,0.0,0.0,3.0,,3.0,3.0,,,,,,,,,,,1138.99,54.7,1.54,42.5,111.66666666666669,,0.5,150.0,135.0,,,10.0,,103.6,60.0,,621.018018
Kanganga,59.0,0.024691358,0.0,0.0,0.049382716,0.0,0.364197531,0.364197531,0.049382716,0.049382716,0.0,0.049382716,0.049382716,0.112431432,0.112431432,0.112431432,0.0,0.112431432,0.112431432,0.0,0.0,0.049382716,0.0,0.12345679,0.0,0.049382716,0.0,3.0,2.0,,3.0,,,,,,,,,,,922.0,66.33333333333333,2.230555555555556,36.11111111111112,85.75,,2.5,,,,,6.833333333333333,,58.333333333333336,47.0,,1205.718243
Kangyeyo,129.0,0.011049724,0.0,0.0,0.022099448,0.005524862,0.356353591,0.356353591,0.022099448,0.022099448,0.0,0.022099448,0.022099448,0.099540109,0.099540109,0.099540109,0.0,0.099540109,0.099540109,0.0,0.0,0.022099448,0.099447514,0.099447514,0.0,0.022099448,0.0,4.0,3.0,,4.0,,,,,,,,,,,1341.5833333333333,49.91666666666666,2.9575,44.16666666666666,375.0,,,,1300.0,,,,,66.0,87.5,,943.2353215
Kaniampiiha,86.0,0.023255814,0.0,0.046511628,0.046511628,0.0,0.0,0.0,0.023255814,0.046511628,0.0,0.046511628,0.046511628,0.143626571,0.143626571,0.143626571,0.0,0.143626571,0.0,0.0,0.0,0.023255814,0.0,0.170556553,0.0,0.0,0.0,4.0,2.0,,4.0,,,,,,,,,,,543.5727272727273,49.54545454545455,1.4772727272727273,37.72727272727273,94.75,,4.083333333333333,,30.0,,,6.5,57.5,71.875,161.66666666666666,2020.0,612.1144674085851
Kanjenje,82.0,0.017391304,0.0,0.0,0.086956522,0.0,0.365217391,0.365217391,0.069565217,0.139130435,0.017391304,0.034782609,0.034782609,0.104347826,0.104347826,0.12173913,0.0,0.12173913,0.104347826,0.0,0.0,0.034782609,0.0,0.104347826,0.0,0.139130435,0.034782609,3.0,3.0,3.0,3.0,,,,,,,,,,,1340.9583333333333,44.875,1.0717391304347823,67.08333333333333,95.31578947,6.0,3.0,,122.5,,,,,64.16666666666667,40.55555555555556,2022.0,689.7990599294947
