pre_village,hhs,hot_pepper_tins_organic_pesticides,derris_tin_organic_pesticides,neem_kg_organic_pesticides,onions_bags_organic_pesticides,tephrosia_kgs_organic_pesticides,garlic_kgs_organic_pesticides,ginger_kgs_organic_pesticides,plastic_tanks_120_ltrs_liquid_manure,sacks_liquid_manure,sisal_rope_liquid_manure,filter_liquid_manure,mortar_&_pestle_liquid_manure,hoes_tools,spades_tools,pick_axes_tools,forked_spades_tools,forked_hoes_tools,pangas_tools,secateurs_tools,gloves_tools,wheelbarrows_tools,trowels_tools,watering_cans_tools,jerrican_tools,spray_pumps_tools,turplins_tools,Beans_seeds,Maize_seeds,Soyabean_seeds,Gnuts_seeds,Onions(Basin)_seeds,Rice_seeds,Field Peas_seeds,Sweet potatoes(Bags),Millet_seeds,Irish Potatoes_seeds,Cassava (bags),Mugavu tree seedlings,Onions (Kg)_seeds,Millet.1_seeds,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort,Agriculture Value (USD)
Kashambya_Kacerere,95.0,0.015037594,0.0,0.0,0.0,0.0,0.360902256,0.360902256,0.060150376,0.120300752,0.0,0.030075188,0.030075188,0.060150376,0.060150376,0.045112782,0.0,0.060150376,0.045112782,0.0,0.0,0.030075188,0.060150376,0.060150376,0.0,0.030075188,0.0,3.0,3.0,,,,,,,,0.5,,,,,2091.6583333333333,45.666666666666664,1.0166666666666666,15.25,209.0,202.0,,,,,,70.0,,29.0,,2022.0,769.9004914004913
Kashenyi,286.0,0.005063291,0.0,0.0,0.0,0.0,0.364556962,0.364556962,0.020253165,0.040506329,0.0,0.010126582,0.010126582,0.070886076,0.070886076,0.070886076,0.0,0.055696203,0.055696203,0.0,0.0,0.010126582,0.035443038,0.070886076,0.0,0.010126582,0.0,3.0,3.0,,3.0,,,,,,,,,,,1484.2083333333333,35.166666666666664,0.7625000000000001,117.5,198.75,,,,170.0,,,,,120.0,65.0,2022.0,
Katabago_I,101.0,0.014184397,0.0,0.0,0.0,0.0,0.354609929,0.354609929,0.056737589,0.113475177,0.0,0.028368794,0.028368794,0.113475177,0.070921986,0.070921986,0.0,0.070921986,0.070921986,0.0,0.0,0.028368794,0.070921986,0.070921986,0.0,0.028368794,0.0,4.0,4.0,4.0,4.0,,,,,,,,,,,1003.6967741935483,45.483870967741936,0.8709677419354839,19.548387096774192,120.0,4.5,6.916666666666667,,121.11111111111111,150.0,,,135.0,56.8,117.14285714285714,2022.0,669.2096924510718
Katehe,88.0,0.016129032,0.0,0.0,0.0,0.0,0.35483871,0.35483871,0.032258065,0.129032258,0.0,0.032258065,0.032258065,0.048387097,0.032258065,0.032258065,0.0,0.032258065,0.032258065,0.0,0.0,0.032258065,0.0,0.048387097,0.0,0.032258065,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1095.625,45.791666666666664,1.3727272727272728,24.791666666666668,132.91666666666666,,5.0,,690.0,,,,40.0,57.416666666666664,222.72727272727272,2022.0,834.1196911196911
Kateija,57.0,0.007380074,0.0,0.0,0.0,0.0,0.103321033,0.103321033,0.029520295,0.05904059,0.0,0.014760148,0.014760148,0.014760148,0.009594096,0.009594096,0.0,0.009594096,0.009594096,0.0,0.0,0.014760148,0.007380074,0.009594096,0.0,0.014760148,0.0,3.0,,3.0,3.0,,,,,,,,,,,579.4,39.833333333333336,1.3208333333333333,63.75,81.36363636363636,,3.25,,,30.0,,6.454545454545454,45.0,44.5,77.72727272727273,2022.0,556.6277641277642
Katiba,228.0,0.00623053,0.0,0.0,0.0,0.0,0.355140187,0.355140187,0.024922118,0.049844237,0.0,0.012461059,0.012461059,0.068535826,0.068535826,0.068535826,0.0,0.049844237,0.049844237,0.0,0.0,0.012461059,0.037383178,0.068535826,0.0,0.012461059,0.0,3.0,3.0,,3.0,,,,,,,,,,,1461.8666666666668,45.166666666666664,0.5750000000000001,90.0,191.0,,20.0,,250.0,71.5,,,,60.0,82.4,2022.0,835.5927306616962
Katungu,247.0,0.005714286,0.0,0.0,0.0,0.0,0.354285714,0.354285714,0.022857143,0.045714286,0.0,0.011428571,0.011428571,0.034285714,0.034285714,0.034285714,0.0,0.034285714,0.034285714,0.0,0.0,0.011428571,0.034285714,0.045714286,0.0,0.011428571,0.0,3.0,3.0,,3.0,,,,,,,,,,,1508.4583333333333,47.083333333333336,1.2958333333333334,44.583333333333336,83.5,,,,100.0,,,3.0,,99.54545454545455,72.85714285714286,2022.0,
Katungu_Kacerere,96.0,0.014705882,0.0,0.0,0.0,0.0,0.352941176,0.352941176,0.058823529,0.117647059,0.0,0.029411765,0.029411765,0.058823529,0.058823529,0.044117647,0.0,0.058823529,0.044117647,0.0,0.0,0.029411765,0.058823529,0.058823529,0.0,0.029411765,0.0,3.0,3.0,,,,,,,,0.5,,,,,2108.8900000000003,51.0,1.3122,35.0,192.0,12.5,,,,,,7.5,,,,2022.0,932.0579150579151
Kengoma_Kihembe,330.0,0.004301075,0.0,0.0,0.0,0.0,0.356989247,0.356989247,0.017204301,0.034408602,0.0,0.008602151,0.008602151,0.068817204,0.068817204,0.068817204,0.0,0.055913978,0.055913978,0.0,0.0,0.017204301,0.038709677,0.068817204,0.0,0.008602151,0.0,4.0,4.0,,4.0,,10.0,,,,,,,,,1147.28,43.93333333333333,1.3810344827586205,32.5,90.62068965517241,9.0,12.175,86.25,93.92307692307692,127.6,,3.5,41.714285714285715,10.166666666666666,186.92307692307693,2022.0,645.1853281853282
Kibara,105.0,0.010810811,0.0,0.0,0.0,0.0,0.281081081,0.281081081,0.043243243,0.086486486,0.0,0.021621622,0.021621622,0.075675676,0.064864865,0.064864865,0.0,0.064864865,0.043243243,0.0,0.0,0.021621622,0.043243243,0.064864865,0.0,0.021621622,0.0,3.0,3.0,,,,,,,,0.5,,,,,2084.8416666666667,49.333333333333336,0.6666666666666666,60.833333333333336,137.72727272727272,1.5,,220.0,,,,10.333333333333334,,3.888888888888889,,2022.0,913.9338303821062
Kibare,92.0,0.015503876,0.0,0.0,0.0,0.0,0.356589147,0.356589147,0.062015504,0.124031008,0.0,0.031007752,0.031007752,0.031007752,0.031007752,0.031007752,0.0,0.031007752,0.031007752,0.0,0.0,0.031007752,0.031007752,0.031007752,0.0,0.031007752,0.0,3.0,3.0,,,,,,,,0.25,,,,,2039.6499999999999,57.583333333333336,0.7166666666666668,49.583333333333336,116.1,26.0,,,,,,6.125,,32.666666666666664,,2022.0,588.5840188014101
Kigarya,38.0,0.037037037,0.0,0.0,0.0,0.0,0.37037037,0.37037037,0.074074074,0.296296296,0.0,0.074074074,0.074074074,0.037037037,0.037037037,0.037037037,0.0,0.037037037,0.037037037,0.0,0.0,0.037037037,0.037037037,0.037037037,0.0,0.074074074,0.0,3.0,3.0,,,,,,,,0.25,,,,,2143.9500000000003,50.25,1.5058333333333334,61.916666666666664,125.27272727272727,,,,,,,6.5625,,5.0,,2022.0,807.2909379968204
Kihembe_Central,123.0,0.011560694,0.0,0.0,0.0,0.0,0.358381503,0.358381503,0.046242775,0.092485549,0.0,0.023121387,0.023121387,0.069364162,0.069364162,0.069364162,0.0,0.057803468,0.057803468,0.0,0.0,0.046242775,0.034682081,0.069364162,0.0,0.023121387,0.0,4.0,4.0,,4.0,,10.0,,,,,,,,,1123.05,49.63333333333333,2.0349999999999997,34.833333333333336,95.55172413793103,,6.181818181818182,175.0,110.9090909090909,,,7.666666666666667,64.875,27.818181818181817,230.74074074074073,2022.0,775.9711090400746
Kikura,82.0,0.017241379,0.0,0.0,0.0,0.0,0.362068966,0.362068966,0.034482759,0.034482759,0.0,0.034482759,0.034482759,0.051724138,0.034482759,0.034482759,0.0,0.034482759,0.034482759,0.0,0.0,0.034482759,0.0,0.034482759,0.0,0.034482759,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1629.8166666666666,40.083333333333336,1.575,43.166666666666664,84.8,,,,53.0,,,12.75,85.0,110.0,134.27272727272728,2022.0,751.4982373678026
Kinoni,68.0,0.020833333,0.0,0.0,0.0,0.0,0.354166667,0.354166667,0.041666667,0.166666667,0.0,0.041666667,0.041666667,0.0625,0.020833333,0.041666667,0.0,0.020833333,0.041666667,0.0,0.0,0.041666667,0.0,0.041666667,0.0,0.041666667,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1080.8041666666666,47.416666666666664,0.9608695652173914,31.791666666666668,154.94444444444446,,9.0,260.0,392.0,,,9.0,69.33333333333333,103.29166666666667,241.8421052631579,2022.0,713.3431257344301
Kiranga_A,68.0,0.021052632,0.0,0.0,0.0,0.0,0.357894737,0.357894737,0.084210526,0.168421053,0.0,0.042105263,0.042105263,0.063157895,0.042105263,0.042105263,0.0,0.042105263,0.063157895,0.0,0.0,0.042105263,0.084210526,0.042105263,0.0,0.063157895,0.042105263,3.0,3.0,3.0,,,,,,,,,,,,1042.6541666666667,48.375,0.6547619047619048,51.5,68.8,,7.25,,394.8421052631579,60.0,,3.8333333333333335,,11.625,160.0,2022.0,481.3127815315315
Kiranga_B,78.0,0.018018018,0.0,0.0,0.0,0.0,0.36036036,0.36036036,0.072072072,0.144144144,0.0,0.036036036,0.036036036,0.054054054,0.036036036,0.036036036,0.0,0.036036036,0.054054054,0.0,0.0,0.036036036,0.09009009,0.036036036,0.0,0.054054054,0.036036036,3.0,3.0,3.0,,,,,,,,,,,,1038.6083333333333,53.458333333333336,1.1142857142857143,65.54166666666667,55.0,,22.666666666666668,,558.6666666666666,40.0,,5.666666666666667,,24.4,140.0,2022.0,584.9723854289072
Kiriba,143.0,0.009852217,0.0,0.0,0.0,0.0,0.354679803,0.354679803,0.039408867,0.078817734,0.0,0.019704433,0.019704433,0.02955665,0.02955665,0.02955665,0.0,0.02955665,0.02955665,0.0,0.0,0.019704433,0.02955665,0.039408867,0.0,0.019704433,0.0,3.0,3.0,,,,,,,,0.25,,,,,2087.7583333333337,50.666666666666664,1.7208333333333332,44.166666666666664,186.58333333333334,9.0,,,,,,5.375,,29.0,,2022.0,822.1072072072072
Kiriba_A,251.0,0.004474273,0.0,0.0,0.0,0.0,0.281879195,0.281879195,0.017897092,0.035794183,0.0,0.008948546,0.008948546,0.049217002,0.035794183,0.022371365,0.0,0.022371365,0.035794183,0.0,0.0,0.008948546,0.022371365,0.031319911,0.0,0.008948546,0.0,3.0,3.0,,,,,,,,0.5,,,,,2081.25,46.666666666666664,1.1824999999999999,74.16666666666667,153.63636363636363,13.875,,,,,,4.545454545454546,,21.0,,2022.0,758.9095634095635
Kiriba_B,151.0,0.007604563,0.0,0.0,0.0,0.0,0.288973384,0.288973384,0.030418251,0.060836502,0.0,0.015209125,0.015209125,0.045627376,0.038022814,0.022813688,0.0,0.022813688,0.038022814,0.0,0.0,0.015209125,0.022813688,0.030418251,0.0,0.015209125,0.0,3.0,3.0,,,,,,,,0.5,,,,,2007.1833333333334,53.25,0.9216666666666665,57.083333333333336,109.5,13.2,,,,,,5.5,,10.0,,2022.0,663.3263263263262
Kiriba_Kashasha,99.0,0.011494253,0.0,0.0,0.0,0.0,0.284482759,0.284482759,0.045977011,0.091954023,0.0,0.022988506,0.022988506,0.045977011,0.034482759,0.034482759,0.0,0.022988506,0.022988506,0.0,0.0,0.045977011,0.022988506,0.034482759,0.0,0.045977011,0.0,3.0,3.0,,,,,,,,0.5,,,,,2115.4416666666666,49.583333333333336,0.75,42.5,204.0909090909091,15.0,,250.0,,,,10.5,,4.8,,2022.0,879.273795534665
Kirimbi,79.0,0.014492754,0.0,0.0,0.0,0.0,0.286231884,0.286231884,0.057971014,0.115942029,0.0,0.028985507,0.028985507,0.043478261,0.028985507,0.028985507,0.0,0.028985507,0.028985507,0.0,0.0,0.057971014,0.028985507,0.043478261,0.0,0.057971014,0.0,3.0,3.0,,,,,,,,0.5,,,,,2094.3545454545456,41.54545454545455,0.7318181818181819,24.545454545454547,211.36363636363637,,,,,,,11.722222222222221,,16.0,,2022.0,762.1299871299872
Kiruruma_Kacerere,148.0,0.007722008,0.0,0.0,0.0,0.0,0.285714286,0.285714286,0.046332046,0.061776062,0.0,0.015444015,0.015444015,0.069498069,0.061776062,0.061776062,0.0,0.061776062,0.046332046,0.0,0.0,0.015444015,0.046332046,0.061776062,0.0,0.015444015,0.0,3.0,3.0,,,,,,,,0.5,,,,,2032.1999999999998,53.30769230769231,1.0807692307692307,40.0,178.84615384615384,178.6,,175.0,,,,53.75,,28.75,,2022.0,900.7021396396395
Kirwa_Kacerere,68.0,0.017094017,0.0,0.0,0.0,0.0,0.290598291,0.290598291,0.068376068,0.136752137,0.0,0.034188034,0.034188034,0.068376068,0.068376068,0.068376068,0.0,0.068376068,0.051282051,0.0,0.0,0.034188034,0.051282051,0.068376068,0.0,0.034188034,0.0,3.0,3.0,,,,,,,,0.5,,,,,2012.0416666666667,50.083333333333336,1.4433333333333334,15.416666666666666,197.77777777777777,9.666666666666666,,,,,,5.0,,25.6,10.0,2022.0,782.1633372502938
Kirwa_Kagunga,48.0,0.029850746,0.0,0.0,0.0,0.0,0.358208955,0.358208955,0.059701493,0.23880597,0.0,0.059701493,0.059701493,0.059701493,0.029850746,0.029850746,0.0,0.029850746,0.029850746,0.0,0.0,0.029850746,0.029850746,0.029850746,0.0,0.059701493,0.0,3.0,3.0,,,,,,,,0.25,,,,,2015.4166666666667,53.666666666666664,2.0166666666666666,58.75,172.83333333333334,12.0,,,,,,4.95,,3.0,,2022.0,748.6559121621622
Kisenyi,101.0,0.011494253,0.0,0.0,0.0,0.0,0.287356322,0.287356322,0.045977011,0.091954023,0.0,0.022988506,0.022988506,0.045977011,0.034482759,0.034482759,0.0,0.022988506,0.022988506,0.0,0.0,0.045977011,0.022988506,0.034482759,0.0,0.045977011,0.0,3.0,3.0,,,,,,,,0.5,,,,,2040.3363636363638,53.36363636363637,0.6883795454545454,62.90909090909091,78.25,,,,,,,14.0,,,,2022.0,772.4277726001865
Kitongo,90.0,0.015873016,0.0,0.0,0.0,0.0,0.365079365,0.365079365,0.063492063,0.126984127,0.0,0.031746032,0.031746032,0.031746032,0.031746032,0.031746032,0.0,0.031746032,0.031746032,0.0,0.0,0.031746032,0.031746032,0.047619048,0.0,0.031746032,0.0,3.0,3.0,,3.0,,,,,,,,,,,1461.95,55.333333333333336,1.8541666666666667,63.75,224.28571428571428,,,,249.0,15.0,,10.375,,272.6,122.0,2022.0,948.4841017488077
Kitooma,77.0,0.01459854,0.0,0.0,0.0,0.0,0.277372263,0.277372263,0.058394161,0.116788321,0.0,0.02919708,0.02919708,0.04379562,0.02919708,0.02919708,0.0,0.02919708,0.02919708,0.0,0.0,0.058394161,0.02919708,0.04379562,0.0,0.058394161,0.0,3.0,3.0,,,,,,,,0.5,,,,,2131.4083333333333,53.166666666666664,0.3833333333333333,26.666666666666668,76.0,,,,,,,4.333333333333333,,4.8,,2022.0,699.6556991774384
Kitwego,69.0,0.016260163,0.0,0.0,0.0,0.0,0.276422764,0.276422764,0.06504065,0.130081301,0.0,0.032520325,0.032520325,0.06504065,0.06504065,0.06504065,0.0,0.06504065,0.048780488,0.0,0.0,0.032520325,0.048780488,0.06504065,0.0,0.032520325,0.0,3.0,3.0,,,,,,,,0.5,,,,,2024.8333333333333,53.916666666666664,0.7955833333333334,28.166666666666668,175.71428571428572,,,260.0,,,,27.5,,9.5,,2022.0,848.5033783783783
Kyamba,89.0,0.016,0.0,0.0,0.0,0.0,0.352,0.352,0.064,0.128,0.0,0.032,0.032,0.048,0.048,0.048,0.0,0.032,0.048,0.0,0.0,0.032,0.096,0.032,0.0,0.064,0.032,3.0,3.0,3.0,,,,,,,,,,,,1010.258064516129,50.225806451612904,1.0844827586206895,65.28387096774193,,,5.0,,325.8,148.33333333333334,,5.666666666666667,,7.571428571428571,160.0,2022.0,661.4425675675676
Kyeijanga,105.0,0.013513514,0.0,0.0,0.0,0.0,0.351351351,0.351351351,0.054054054,0.108108108,0.0,0.027027027,0.027027027,0.040540541,0.040540541,0.040540541,0.0,0.040540541,0.040540541,0.0,0.0,0.027027027,0.040540541,0.040540541,0.0,0.027027027,0.0,3.0,3.0,,3.0,,,,,,,,,,,1502.7250000000001,45.5,1.3375000000000001,33.5,80.0,,,,50.0,,,,,77.33333333333333,167.66666666666666,2022.0,675.6861018711019
Kyenjojo_I,84.0,0.016666667,0.0,0.0,0.0,0.0,0.35,0.35,0.066666667,0.133333333,0.0,0.033333333,0.033333333,0.1,0.066666667,0.066666667,0.0,0.066666667,0.066666667,0.0,0.0,0.033333333,0.066666667,0.066666667,0.0,0.033333333,0.0,4.0,4.0,4.0,4.0,,,,,,,,,,,1045.025,46.333333333333336,0.90625,30.625,129.75,,,,285.0,110.0,,,,32.53333333333333,170.0,2022.0,796.7680180180181
Kyozi,129.0,0.010928962,0.0,0.0,0.0,0.0,0.349726776,0.349726776,0.043715847,0.087431694,0.0,0.021857923,0.021857923,0.06557377,0.06557377,0.06557377,0.0,0.054644809,0.054644809,0.0,0.0,0.043715847,0.043715847,0.06557377,0.0,0.021857923,0.0,4.0,4.0,,4.0,,10.0,,,,,,,,,1162.1633333333334,42.93333333333333,1.7583333333333333,22.833333333333332,111.73913043478261,,2.533333333333333,181.66666666666666,126.07142857142857,149.0,,4.0,83.5,15.0,245.2941176470588,2022.0,686.7875675675675
Mabaare,157.0,0.009090909,0.0,0.0,0.0,0.0,0.354545455,0.354545455,0.036363636,0.072727273,0.0,0.018181818,0.018181818,0.036363636,0.036363636,0.036363636,0.0,0.036363636,0.036363636,0.0,0.0,0.018181818,0.036363636,0.045454545,0.0,0.018181818,0.0,3.0,3.0,,3.0,,,,,,,,,,,1442.7333333333333,50.75,1.4566666666666668,26.666666666666668,119.11111111111111,,6.375,,128.57142857142858,360.0,,4.625,,207.0909090909091,110.625,2022.0,796.437837837838
Mashoho,89.0,0.012578616,0.0,0.0,0.0,0.0,0.27672956,0.27672956,0.050314465,0.100628931,0.0,0.025157233,0.025157233,0.050314465,0.037735849,0.025157233,0.0,0.025157233,0.037735849,0.0,0.0,0.025157233,0.025157233,0.025157233,0.0,0.025157233,0.0,3.0,3.0,,,,,,,,0.5,,,,,1877.2916666666667,39.0,0.5666666666666667,38.333333333333336,92.0,9.75,,200.0,,,,8.0,,5.333333333333333,,2022.0,785.4692874692875
Mboha,152.0,0.009345794,0.0,0.0,0.0,0.0,0.355140187,0.355140187,0.037383178,0.074766355,0.0,0.018691589,0.018691589,0.065420561,0.065420561,0.065420561,0.0,0.056074766,0.056074766,0.0,0.0,0.018691589,0.037383178,0.065420561,0.0,0.018691589,0.0,3.0,3.0,,3.0,,,,,,,,,,,1311.7749999999999,49.416666666666664,1.3775000000000002,26.25,53.4,,24.0,,31.25,50.0,,,,3.5,0.0,2022.0,748.9324324324324
Mikonebiiri_A,130.0,0.010869565,0.0,0.0,0.054347826,0.0,0.358695652,0.358695652,0.043478261,0.086956522,0.010869565,0.02173913,0.02173913,0.130434783,0.108695652,0.086956522,0.0,0.108695652,0.163043478,0.0,0.0,0.065217391,0.032608696,0.152173913,0.0,0.065217391,0.0,4.0,4.0,4.0,4.0,,,,,,,,,,,1311.3875,42.625,1.1238095238095238,24.791666666666668,108.0,10.0,7.0,,138.33333333333334,,,,,178.45,154.58333333333334,2022.0,942.0468468468468
Mikonebiiri_B,120.0,0.011904762,0.0,0.0,0.0,0.0,0.357142857,0.357142857,0.047619048,0.095238095,0.0,0.023809524,0.023809524,0.130952381,0.107142857,0.095238095,0.0,0.107142857,0.166666667,0.0,0.0,0.071428571,0.035714286,0.154761905,0.0,0.071428571,0.0,4.0,4.0,4.0,4.0,,,,,,,,,,,1324.5,46.233333333333334,1.1116666666666668,31.5,112.48,16.545454545454547,7.5,,120.0909090909091,,,,50.0,78.75,243.75,2022.0,837.1225225225226
Mugombwa,155.0,0.011151942,0.0,0.0,0.0,0.0,0.354667483,0.354667483,0.028734752500000002,0.089215536,0.0,0.022303884,0.022303884,0.027024957999999998,0.01908845,0.01908845,0.0,0.01908845,0.01908845,0.0,0.0,0.022303884,0.003215434,0.030240391999999998,0.0,0.022303884,0.0,3.0,3.0,3.0,3.0,,,,0.5,,0.5,,,,,1154.6333333333334,52.0,1.4916666666666665,63.125,146.0,6.0,8.625,,221.9,,,5.0,346.6666666666667,81.5,238.30769230769232,2022.0,663.7960687960688
Mukitojo,142.0,0.010204082,0.0,0.0,0.0,0.0,0.367346939,0.367346939,0.06122449,0.081632653,0.0,0.020408163,0.020408163,0.06122449,0.06122449,0.040816327,0.0,0.06122449,0.040816327,0.0,0.0,0.020408163,0.06122449,0.06122449,0.0,0.020408163,0.0,3.0,3.0,,,,,,,,0.5,,,,,2072.072727272727,47.18181818181818,0.8181818181818182,30.90909090909091,125.625,11.333333333333334,,,,,,2.75,,5.833333333333333,,2022.0,490.10135135135135
Muko,199.0,0.007220217,0.0,0.0,0.0,0.0,0.36101083,0.36101083,0.028880866,0.057761733,0.0,0.014440433,0.014440433,0.014440433,0.014440433,0.014440433,0.0,0.014440433,0.014440433,0.0,0.0,0.014440433,0.014440433,0.015884477,0.0,0.014440433,0.0,3.0,,,,,,,0.5,,0.5,,,,,2220.3083333333334,38.583333333333336,0.5583333333333333,32.916666666666664,66.0,,,,,,,4.1,,6.5,,2022.0,
Mumpalo,49.0,0.028985507,0.0,0.0,0.0,0.0,0.347826087,0.347826087,0.057971014,0.231884058,0.0,0.057971014,0.057971014,0.057971014,0.028985507,0.028985507,0.0,0.028985507,0.028985507,0.0,0.0,0.028985507,0.028985507,0.028985507,0.0,0.057971014,0.0,3.0,3.0,,,,,,,,0.25,,,,,1970.7333333333333,55.166666666666664,1.55,18.75,150.72727272727272,10.0,,,,,,8.142857142857142,,26.0,,2022.0,924.2567567567567
Munyonyi_1,155.0,0.009174312,0.0,0.0,0.0,0.0,0.357798165,0.357798165,0.036697248,0.073394495,0.0,0.018348624,0.018348624,0.128440367,0.110091743,0.091743119,0.0,0.110091743,0.165137615,0.0,0.0,0.055045872,0.036697248,0.146788991,0.0,0.055045872,0.0,4.0,4.0,4.0,4.0,,,,,,,,,,,1459.3,42.96666666666667,0.88,37.1,135.72,19.952380952380953,,,314.7647058823529,,28.0,17.333333333333332,115.0,72.9047619047619,117.91666666666667,2022.0,854.7092264678471
Munyonyi_2A,128.0,0.010928962,0.0,0.0,0.0,0.0,0.349726776,0.349726776,0.043715847,0.087431694,0.0,0.021857923,0.021857923,0.131147541,0.109289617,0.087431694,0.0,0.109289617,0.163934426,0.0,0.0,0.06557377,0.032786885,0.142076503,0.0,0.06557377,0.0,4.0,4.0,4.0,4.0,,,,,,,,,,,1332.81,48.266666666666666,1.365,35.5,143.4,7.75,4.0,,130.57692307692307,,,15.0,,126.75862068965517,174.07407407407408,2022.0,1111.3727477477478
Munyonyi_2B,106.0,0.013513514,0.0,0.0,0.0,0.0,0.364864865,0.364864865,0.054054054,0.108108108,0.0,0.027027027,0.027027027,0.135135135,0.108108108,0.094594595,0.0,0.108108108,0.162162162,0.0,0.0,0.081081081,0.040540541,0.148648649,0.0,0.081081081,0.0,4.0,4.0,4.0,4.0,,,,,,,,,,,1376.7,45.96666666666667,1.7948275862068965,28.5,105.45454545454545,5.333333333333333,100.0,,109.0,,16.5,,50.0,85.95833333333333,176.0,2022.0,983.7315936626281
Munyonyi_3,117.0,0.012195122,0.0,0.0,0.0,0.0,0.353658537,0.353658537,0.048780488,0.097560976,0.0,0.024390244,0.024390244,0.109756098,0.097560976,0.12195122,0.0,0.12195122,0.097560976,0.0,0.0,0.024390244,0.0,0.109756098,0.0,0.134146341,0.024390244,3.0,3.0,3.0,3.0,,,,,,,,,,,1266.6033333333332,47.36666666666667,0.8866071428571428,34.833333333333336,86.94444444444444,6.666666666666667,,,58.333333333333336,,,6.0,,126.34615384615384,121.66666666666667,2022.0,887.4167567567569
Munyonyi_4,77.0,0.018348624,0.0,0.0,0.0,0.0,0.348623853,0.348623853,0.073394495,0.146788991,0.0,0.036697248,0.036697248,0.110091743,0.091743119,0.128440367,0.0,0.128440367,0.091743119,0.0,0.0,0.036697248,0.0,0.110091743,0.0,0.128440367,0.036697248,3.0,3.0,3.0,3.0,,,,,,,,,,,1331.5791666666667,45.416666666666664,0.982608695652174,42.75,127.3529411764706,8.6,6.0,,55.0,,,4.0,70.0,89.04761904761905,371.5,2022.0,948.5482625482625
Munyonyi_5,126.0,0.011049724,0.0,0.0,0.0,0.0,0.35359116,0.35359116,0.044198895,0.08839779,0.0,0.022099448,0.022099448,0.132596685,0.110497238,0.08839779,0.0,0.110497238,0.165745856,0.0,0.0,0.066298343,0.033149171,0.143646409,0.0,0.066298343,0.0,4.0,4.0,4.0,4.0,,,,,,,,,,,1347.2533333333333,46.8,1.0166666666666666,23.0,135.54545454545453,31.833333333333332,2.25,,314.35714285714283,65.0,,6.0,95.0,89.0,121.5,2022.0,687.7241379310345
Murago,170.0,0.006578947,0.0,0.0,0.0,0.0,0.282894737,0.282894737,0.026315789,0.052631579,0.0,0.013157895,0.013157895,0.046052632,0.032894737,0.026315789,0.0,0.019736842,0.019736842,0.0,0.0,0.026315789,0.019736842,0.039473684,0.0,0.026315789,0.0,3.0,3.0,,,,,,,,0.5,,,,,2208.58,54.7,0.893,25.0,109.85714285714286,,,130.0,,,,3.0833333333333335,,13.6,,2022.0,837.6174636174636
Murandamo,178.0,0.006389776,0.0,0.0,0.0,0.0,0.287539936,0.287539936,0.025559105,0.051118211,0.0,0.012779553,0.012779553,0.044728435,0.031948882,0.031948882,0.0,0.019169329,0.019169329,0.0,0.0,0.025559105,0.019169329,0.038338658,0.0,0.025559105,0.0,3.0,3.0,,,,,,,,0.5,,,,,2206.93,59.4,1.423,28.5,123.125,10.5,,,100.0,,,6.5,,7.5,,2022.0,733.7242242242241
Murugarama,83.0,0.017241379,0.0,0.0,0.0,0.0,0.362068966,0.362068966,0.068965517,0.137931034,0.0,0.034482759,0.034482759,0.068965517,0.068965517,0.034482759,0.0,0.068965517,0.034482759,0.0,0.0,0.034482759,0.068965517,0.068965517,0.0,0.034482759,0.0,3.0,3.0,,,,,,,,0.5,,,,,2186.2166666666667,50.5,1.1325,52.5,117.33333333333333,13.0,,,,,,6.083333333333333,,8.0,,2022.0,808.3989703989705
Mushanje,280.0,0.003992016,0.0,0.0,0.0,0.0,0.279441118,0.279441118,0.015968064,0.031936128,0.0,0.007984032,0.007984032,0.043912176,0.031936128,0.027944112,0.0,0.01996008,0.01996008,0.0,0.0,0.015968064,0.01996008,0.035928144,0.0,0.015968064,0.0,3.0,3.0,,,,,,,,0.5,,,,,2193.641666666667,48.75,1.7891666666666666,64.58333333333333,98.5,5.0,,,,66.66666666666667,,6.083333333333333,,5.75,,2022.0,901.9065315315315
Mushongati,68.0,0.016528926,0.0,0.0,0.0,0.0,0.280991736,0.280991736,0.066115702,0.132231405,0.0,0.033057851,0.033057851,0.049586777,0.033057851,0.033057851,0.0,0.016528926,0.016528926,0.0,0.0,0.066115702,0.016528926,0.033057851,0.0,0.066115702,0.0,3.0,3.0,,,,,,,,0.5,,,,,2205.225,60.25,0.6458333333333334,65.83333333333333,60.916666666666664,,,,,22.0,,4.375,,6.666666666666667,,2022.0,729.947072072072
