pre_village,pre_district,pre_cluster,GPS-Altitude,hhh_age,Time_to_collect_Water_for_Household_use_Minutes,Land_size_agriculture,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield
Bubalala,Kaliro,Butambala,1025.0,26.0,120.0,0.0,,,,,300.0,,,,,,
Bwisanga_Isalo,Kaliro,Isalo,1036.4,22.0,60.0,,,,,,400.0,,,,,0.0,
Ruhunga,Kaliro,Isalo,1022.6,60.0,60.0,,,,4.0,,400.0,,,,,,
Iguliryo,Kaliro,Panyolo,1036.1,70.0,5.0,0.5,,,,,,,,,,,
Ruhunga,Kaliro,Isalo,1033.6,22.0,90.0,,,,,,400.0,,,,,0.0,
Ruhunga,Kaliro,Isalo,1052.9,19.0,30.0,0.0,,,4.0,,400.0,,,,,,
Kyamba,Kaliro,Bupyana,1043.7,49.0,130.0,0.0,,,,,400.0,,,,,0.0,
Iguliryo,Kaliro,Panyolo,1010.8,56.0,3.0,2.0,,,,,1400.0,,,,,,
Busege,Kaliro,Panyolo,1033.8,35.0,140.0,0.8,,,,,,,,,,,
Nabweyo,Kaliro,Gadumire,1045.4,45.0,20.0,6.0,,,,,,,,,,10.0,
Busiro,Kaliro,Panyolo,1051.7,80.0,30.0,1.0,,,,,,,,,,,
Ruhunga,Kaliro,Isalo,1048.6,55.0,60.0,1.0,,,4.0,,400.0,,,,,,
Kiranga_A,Kaliro,Bupyana,1044.9,35.0,60.0,,43.0,,,,200.0,,,,,,
Bugada_Gadumire,Kaliro,Gadumire,1048.6,46.0,120.0,2.0,,,,,400.0,,,,,,30.0
Lake_Nakuwa,Kaliro,Panyolo,1050.5,78.0,30.0,9.0,,,,,1200.0,,,,,,
Busiginyi,Kaliro,Isalo,1032.8,25.0,60.0,1.0,,,,,,,,,,15.0,
Nansohera_A,Kaliro,Bupyana,1049.3,57.0,15.0,2.5,,,37.0,,,,,,,,
Bususwa,Kaliro,Gadumire,1058.5,25.0,20.0,2.0,,,,,,,,,,,
Nansohera_B,Kaliro,Bupyana,1045.2,41.0,60.0,0.5,,,,,400.0,,,,,0.0,
Bususwa,Kaliro,Gadumire,1050.2,38.0,90.0,2.3,,,,,100.0,,,,,15.0,
Busiro_Cenral,Kaliro,Panyolo,1053.2,71.0,60.0,2.0,100.0,,,,200.0,,,9.0,,50.0,
Bunabiro,Kaliro,Gadumire,1055.2,61.0,60.0,3.0,,,,,200.0,,,,,,
Wamusuta,Kaliro,Gadumire,1004.4,25.0,60.0,0.5,,,8.0,,300.0,,,8.0,,20.0,
Busege,Kaliro,Panyolo,1046.8,48.0,60.0,0.5,,,83.3,,100.0,,,,,,
Nansohera_B,Kaliro,Bupyana,1040.6,29.0,20.0,,33.0,,,,300.0,,,,,,
Bubalala,Kaliro,Butambala,1012.4,30.0,40.0,0.5,33.0,,,,300.0,,,,,,
Bugonya,Kaliro,Gadumire,1060.6,40.0,60.0,3.0,,,,,300.0,,,,,,
Ireehe,Kaliro,Butambala,1034.5,43.0,60.0,0.8,,,,,152.0,,,,,150.0,
Bukere,Kaliro,Bupyana,1045.8,25.0,60.0,0.5,30.0,,,,20.0,,,2.0,,3.0,
Nansohera_A,Kaliro,Bupyana,1038.9,57.0,30.0,6.5,33.0,,,,300.0,,,,,,
Buseta,Kaliro,Isalo,1015.1,36.0,60.0,1.5,,,41.0,,,,,,,,
Bugonya,Kaliro,Gadumire,1059.8,28.0,10.0,,,,,,40.0,,,,,,
Namukoko,Kaliro,Bupyana,1054.5,35.0,300.0,2.5,,,5.0,,100.0,,,32.0,,,
Kiranga_A,Kaliro,Bupyana,1044.8,40.0,30.0,,33.0,,,,300.0,,,,,,
Buvundya,Kaliro,Bupyana,1040.4,33.0,20.0,,,,,,,,,,,,
Busiro,Kaliro,Panyolo,1056.9,30.0,10.0,0.5,,,,,100.0,,,,,,
Nabweyo,Kaliro,Gadumire,1032.8,62.0,60.0,3.0,,,,,100.0,,,,,,
Busiro,Kaliro,Panyolo,1051.7,39.0,36.0,2.0,,,,,,,,,,,
Gadumire_T/C,Kaliro,Gadumire,1045.6,29.0,30.0,0.4,45.0,,53.0,,100.0,,,,,,
Butwoli,Kaliro,Isalo,1042.2,60.0,180.0,2.3,,,5.0,,100.0,,,31.0,,,
Ruhunga,Kaliro,Isalo,1087.8,23.0,120.0,1.9,,,,,,,,,,,
Gadumire_T/C,Kaliro,Gadumire,1055.8,36.0,180.0,1.0,215.0,,,,400.0,,,10.0,,10.0,
Buseru,Kaliro,Butambala,1016.4,21.0,20.0,0.5,,,,,86.0,,,,,150.0,
Buvundya,Kaliro,Bupyana,1030.8,22.0,20.0,0.5,,,5.0,,100.0,,,33.0,,,
Kyamba,Kaliro,Bupyana,1040.1,42.0,80.0,0.75,,,,,200.0,,,15.0,,,
Wamusuta,Kaliro,Gadumire,1041.3,50.0,2.0,0.5,,,,,,,,,,200.0,
Bukere,Kaliro,Bupyana,1023.9,50.0,120.0,0.5,,,,,,,,,,,
Kyamba,Kaliro,Bupyana,1037.3,46.0,30.0,0.5,,,,,400.0,,,,,,
Busiro,Kaliro,Panyolo,1049.4,75.0,60.0,1.0,,,,,,,,,,,
Bugonya,Kaliro,Gadumire,1069.5,35.0,10.0,6.0,,,,,,,,,,,
Nabweyo,Kaliro,Gadumire,1062.0,68.0,60.0,1.0,,,,,,,,,,,
Busiro_Cenral,Kaliro,Panyolo,1047.5,45.0,10.0,1.3,,,31.0,98.0,,,,26.0,,14.0,
Busege,Kaliro,Panyolo,1028.2,55.0,30.0,0.5,,,,,40.0,,,,,,
Busiro_Tabina,Kaliro,Panyolo,1045.1,36.0,40.0,,,,,,240.0,,,,,,
Kiranga_A,Kaliro,Bupyana,1069.2,51.0,60.0,2.75,,,,,,,,,,,
Nyolo,Kaliro,Panyolo,1040.3,25.0,70.0,2.5,,,,,80.0,,,,,,
Busiginyi,Kaliro,Isalo,1026.6,71.0,60.0,0.0,,,,,,,,,,,
Lake_Nakuwa,Kaliro,Panyolo,1050.5,35.0,120.0,0.5,,,,,40.0,,,,,,
Ireehe,Kaliro,Butambala,1032.4,71.0,45.0,2.8,,,,,,,,,,,
Bunabiro,Kaliro,Gadumire,1058.4,45.0,120.0,1.5,40.0,,,,,,,,,,
Bubalala,Kaliro,Butambala,1034.3,52.0,160.0,2.0,,,,,60.0,,,,,,
Butambala,Kaliro,Butambala,1035.3,30.0,60.0,0.6,,,,,,,,,,8.0,
Buseru,Kaliro,Butambala,1018.7,29.0,180.0,,,,,,,,,,,,
Bugada_Gadumire,Kaliro,Gadumire,1060.6,31.0,60.0,3.0,,,,,800.0,,,,,,
Bukere,Kaliro,Bupyana,1025.5,61.0,40.0,0.0,,,,,,,,,,,
Busiro_Cenral,Kaliro,Panyolo,1019.2,53.0,40.0,2.5,,,,,40.0,,,,,,
Bubalala,Kaliro,Butambala,1035.4,31.0,30.0,,,,,,,,,,,8.0,
Bubalala,Kaliro,Butambala,1022.2,60.0,30.0,5.0,,,,,,,,,,,
Iguliryo,Kaliro,Panyolo,1061.2,37.0,60.0,2.5,,,,,400.0,,,,,,
Buvundya,Kaliro,Bupyana,1022.0,62.0,40.0,1.0,,,,,100.0,,,,,40.0,
Bunabiro,Kaliro,Gadumire,1055.2,60.0,120.0,2.0,,,,,400.0,,,,,,
Wamusuta,Kaliro,Gadumire,1041.2,59.0,10.0,1.0,,,,,,,,,,,
Wamusuta,Kaliro,Gadumire,1041.3,75.0,15.0,2.0,,,,,,,,,,,
Nakisenyi,Kaliro,Panyolo,1042.9,45.0,60.0,4.0,,,,,,,,,,200.0,
Nabweyo,Kaliro,Gadumire,1062.3,51.0,60.0,3.0,,,,,600.0,,,,,,
Namukoko,Kaliro,Bupyana,1054.5,43.0,60.0,1.5,,,,,,,,,,,
Bugonya,Kaliro,Gadumire,1067.5,19.0,6.0,2.5,,,,,,,,,,,
Busiro,Kaliro,Panyolo,1042.8,62.0,6.0,0.25,,,,,,,,,,150.0,40.0
Iguliryo,Kaliro,Panyolo,1025.0,58.0,30.0,1.5,,,20.0,,,,,,,,
Nansohera_A,Kaliro,Bupyana,1011.9,46.0,60.0,2.0,,,,,200.0,,,16.0,,,
Ruhunga,Kaliro,Isalo,1054.5,60.0,20.0,2.3,,,,,200.0,,,14.0,,,
Bugada_Gadumire,Kaliro,Gadumire,1096.6,31.0,60.0,0.5,,,,,100.0,,,,,10.0,
Budongo,Kaliro,Butambala,1030.9,20.0,30.0,,,,42.0,,,,,,,,
Busiro,Kaliro,Panyolo,1051.7,24.0,12.0,2.0,,,,,,,,,,,
Bugonya,Kaliro,Gadumire,1042.0,40.0,1.0,1.0,60.0,,3.0,,,,,,,30.0,
Bususwa,Kaliro,Gadumire,1056.3,65.0,30.0,0.6,38.0,,,,140.0,,,,,4.0,30.0
Bunabiro,Kaliro,Gadumire,1059.6,43.0,60.0,0.6,,,35.0,,112.0,,,58.0,,2.0,
Busiro_Cenral,Kaliro,Panyolo,1047.5,49.0,20.0,0.9,,,,,60.0,,,,,,
Budongo,Kaliro,Butambala,1049.1,65.0,10.0,0.75,14.0,,5.0,,400.0,350.0,,,,,
Buvundya,Kaliro,Bupyana,1017.4,45.0,120.0,0.5,14.0,,5.0,,400.0,350.0,,,,,
Wamusuta,Kaliro,Gadumire,1095.4,55.0,10.0,2.0,,,45.0,,400.0,,,,,,
Buseta,Kaliro,Isalo,1037.5,60.0,30.0,,,,,,,,,,,,
Nansohera_A,Kaliro,Bupyana,1026.4,56.0,90.0,0.0,14.0,,5.0,,400.0,350.0,,,,,
Buseta,Kaliro,Isalo,1031.0,50.0,15.0,3.0,,,,,,,,,,,
Bunabiro,Kaliro,Gadumire,1061.5,23.0,37.0,0.3,,,22.0,,100.0,,,60.0,,,
Busiginyi,Kaliro,Isalo,1034.0,66.0,60.0,1.5,,,,,,,,,,0.0,
Bubalala,Kaliro,Butambala,1030.4,50.0,60.0,1.5,,,,,,,,,,0.0,
Nakisenyi,Kaliro,Panyolo,1017.5,60.0,80.0,1.5,,,60.0,,100.0,47.0,,80.0,,18.0,
Buseru,Kaliro,Butambala,1033.9,24.0,60.0,1.5,,,,,480.0,,,,,,
Bwisanga_Isalo,Kaliro,Isalo,0.0,37.0,30.0,1.8,,,,,,,,,,8.0,
Kyamba,Kaliro,Bupyana,1040.1,38.0,60.0,1.75,,,,,,,,,,0.0,
Busiro_Cenral,Kaliro,Panyolo,1042.8,40.0,120.0,,,,,,1000.0,,,,,200.0,
Bwisanga_Isalo,Kaliro,Isalo,1045.2,90.0,120.0,0.9,14.0,,5.0,,400.0,350.0,,,,,
Bugada_Gadumire,Kaliro,Gadumire,1044.0,52.0,30.0,1.5,,,,,200.0,,,,,,
Namukoko,Kaliro,Bupyana,1043.0,60.0,60.0,0.25,,,,,20.0,42.0,,,,200.0,
Bunabiro,Kaliro,Gadumire,1039.6,50.0,60.0,0.75,,,,,,,,,,,
Nansohera_A,Kaliro,Bupyana,1037.1,52.0,15.0,1.0,,,,,20.0,50.0,,,,200.0,
Isaalo,Kaliro,Isalo,1033.5,25.0,40.0,1.0,,,,,20.0,35.0,,,,200.0,
Wamusuta,Kaliro,Gadumire,1045.9,35.0,30.0,3.0,,,10.0,,200.0,,,10.0,,120.0,
Ruhunga,Kaliro,Isalo,1011.3,26.0,120.0,1.25,,,,,20.0,65.0,,,,200.0,
Gadumire_T/C,Kaliro,Gadumire,1067.1,30.0,30.0,,,,270.0,,,,,,,50.0,
Busiro_Cenral,Kaliro,Panyolo,1047.5,49.0,46.0,3.0,,,80.0,,860.0,40.0,,,,12.0,
Bwisanga_Isalo,Kaliro,Isalo,1034.7,45.0,130.0,0.8,23.0,,,,40.0,80.0,,,,3.0,
Nansohera_B,Kaliro,Bupyana,1061.3,30.0,20.0,,,,,,20.0,48.0,,,,200.0,
Kyamba,Kaliro,Bupyana,1056.1,43.0,30.0,1.0,,,,,800.0,,,,,,
Busege,Kaliro,Panyolo,1035.0,31.0,45.0,1.5,,,,,200.0,,,,,60.0,
Nyolo,Kaliro,Panyolo,1054.4,76.0,6.0,9.0,,,,,,,,,,100.0,
Nabweyo,Kaliro,Gadumire,1047.9,42.0,20.0,2.5,,,,,200.0,245.0,,,140.0,15.0,
Nyolo,Kaliro,Panyolo,1054.4,60.0,25.0,0.5,,,,,60.0,,,,,,
Busiro_Cenral,Kaliro,Panyolo,1047.5,45.0,12.0,2.0,100.0,,29.0,,520.0,80.0,,,,5.0,
Budongo,Kaliro,Butambala,1021.6,28.0,57.0,1.0,,,,,72.0,,,,,0.0,
Busiro_Tabina,Kaliro,Panyolo,1024.6,70.0,45.0,1.8,,,,,,,,,,,
Bugonya,Kaliro,Gadumire,1050.1,47.0,30.0,4.0,50.0,,,,100.0,,,,,30.0,
Namukoko,Kaliro,Bupyana,1052.8,30.0,15.0,1.5,43.0,,,,40.0,80.0,,,,3.0,
Isaalo,Kaliro,Isalo,1023.9,30.0,20.0,,5.0,,,,40.0,80.0,,,,3.0,
Lake_Nakuwa,Kaliro,Panyoro,1396.2,50.0,60.0,1.0,,,,,100.0,,,,,,
Butambala,Kaliro,Butambala,1021.2,67.0,30.0,0.5,,,,,160.0,,,2.0,,8.0,
Kyamba,Kaliro,Bupyana,1042.2,38.0,1.0,1.5,,,,,160.0,,,2.0,,8.0,
Nakisenyi,Kaliro,Panyolo,1032.2,57.0,60.0,1.5,,,,,100.0,,,9.0,,35.0,
Busiginyi,Kaliro,Isalo,1031.2,22.0,30.0,0.75,,,,,160.0,,,2.0,,8.0,
Gadumire_T/C,Kaliro,Gadumire,1049.6,48.0,120.0,0.8,,,,,400.0,,,,,,
Wamusuta,Kaliro,Gadumire,1093.3,57.0,60.0,2.0,,,13.0,,20.0,200.0,,10.0,,30.0,
Bunabiro,Kaliro,Gadumire,1055.2,44.0,60.0,0.5,,,,,300.0,,,,,,
Bususwa,Kaliro,Gadumire,1058.4,40.0,12.0,3.5,,,,,60.0,,,,,900.0,
Lake_Nakuwa,Kaliro,Panyoro,1100.9,48.0,25.0,0.5,160.0,,98.0,,500.0,,,,,,
Nakisenyi,Kaliro,Panyolo,1042.1,56.0,120.0,1.0,,,,,400.0,,,,,20.0,
Kiranga_A,Kaliro,Bupyana,1048.8,88.0,60.0,1.0,63.0,,,,40.0,80.0,,,,3.0,
Bugonya,Kaliro,Gadumire,1070.6,28.0,1.0,1.5,,,,,600.0,,,,,,
Nyolo,Kaliro,Panyolo,1049.5,62.0,20.0,6.0,,,,,2000.0,,,,,,
Nyolo,Kaliro,Panyolo,1041.3,52.0,35.0,1.5,58.0,,66.0,,152.0,,,70.0,,9.0,
Bugonya,Kaliro,Gadumire,1051.7,37.0,15.0,1.0,,,,,400.0,,,,,,
Budongo,Kaliro,Butambala,1028.3,22.0,70.0,1.2,,,114.0,,120.0,,,3.0,,,
Nabweyo,Kaliro,Gadumire,1051.1,45.0,120.0,5.0,65.0,,,,600.0,,,,,40.0,
Wamusuta,Kaliro,Gadumire,1056.6,45.0,30.0,2.5,,,16.0,,400.0,,,18.0,,70.0,
Budongo,Kaliro,Butambala,1033.0,30.0,60.0,0.0,,,,,400.0,,,,,0.0,
Bugonya,Kaliro,Gadumire,1077.9,53.0,60.0,2.0,,,,,,,,,,,
Budongo,Kaliro,Butambala,1040.7,27.0,60.0,6.5,,,,,1000.0,,,,,,
Ruhunga,Kaliro,Isalo,1037.9,50.0,180.0,2.0,,,,,1000.0,,,,,,
Bwisanga_Isalo,Kaliro,Isalo,1025.4,21.0,30.0,1.2,,,,,1000.0,,,,,,
Isaalo,Kaliro,Isalo,1033.2,64.0,1.0,0.5,,,,,400.0,,,,,0.0,
Isaalo,Kaliro,Isalo,1019.5,64.0,60.0,,,,,,,250.0,,,,,
Nabweyo,Kaliro,Gadumire,1070.6,51.0,2.0,3.0,,,,,,,,,,,
Ireehe,Kaliro,Butambala,1040.1,26.0,150.0,0.3,,,,,200.0,,,0.0,,0.0,70.0
Kyamba,Kaliro,Bupyana,1047.9,80.0,60.0,1.5,,,,,,250.0,,,,,
Isaalo,Kaliro,Isalo,1036.6,40.0,12.0,,,,,,200.0,,,0.0,,0.0,55.0
Kyamba,Kaliro,Bupyana,1046.7,26.0,75.0,,,,,,200.0,,,0.0,,0.0,120.0
Nakawa,Kaliro,Butambala,1034.3,75.0,30.0,2.5,,,,,,250.0,,,,,
Butwoli,Kaliro,Isalo,1040.9,23.0,5.0,3.0,,,,,,250.0,,,,,
Isaalo,Kaliro,Isalo,1036.6,31.0,2.0,0.5,,,,,,250.0,,,,,
Nansohera_B,Kaliro,Bupyana,1043.8,38.0,30.0,1.5,,,,,,250.0,,,,,
Bubalala,Kaliro,Butambala,1022.2,80.0,30.0,1.0,,,,,,250.0,,,,,
Bususwa,Kaliro,Gadumire,1047.5,28.0,25.0,,,,,,,,,,,400.0,
Nansohera_B,Kaliro,Bupyana,1043.7,30.0,120.0,0.5,,,,,1000.0,356.0,,,,,
Namukoko,Kaliro,Bupyana,1044.6,33.0,30.0,1.0,,,,,1000.0,355.0,,,,,
Lake_Nakuwa,Kaliro,Panyoro,1061.5,40.0,60.0,1.0,,,,,,,,,,,
Ruhunga,Kaliro,Isalo,1038.2,20.0,10.0,0.0,,,,,,,,,,,
Busiginyi,Kaliro,Isalo,1028.8,24.0,30.0,0.5,,,,,500.0,150.0,,6.0,,30.0,
Bunabiro,Kaliro,Gadumire,1042.4,30.0,50.0,3.0,60.0,,170.0,,700.0,,,100.0,,40.0,
Gadumire_T/C,Kaliro,Gadumire,1047.0,61.0,180.0,16.0,,,,,50.0,,,,,,
Kiranga_B,Kaliro,Bupyana,1050.4,40.0,68.0,1.0,,,,,40.0,,,,,,
Nansohera_A,Kaliro,Bupyana,1042.8,32.0,40.0,0.5,,,,,70.0,,,,,,
Budongo,Kaliro,Butambala,1059.8,30.0,70.0,0.0,,,,,100.0,,,,,,
Buseta,Kaliro,Isalo,1031.1,68.0,60.0,1.8,,,,,70.0,,,,,,
Bunabiro,Kaliro,Gadumire,1065.3,40.0,120.0,1.5,,,,,720.0,,,,,10.0,
Butambala,Kaliro,Butambala,1031.4,51.0,80.0,0.0,,,,200.0,,150.0,,,,20.0,
Nakawa,Kaliro,Butambala,1028.2,24.0,20.0,1.0,,,,200.0,,150.0,,,,20.0,
Ruhunga,Kaliro,Isalo,1034.6,26.0,40.0,0.0,,,,,400.0,,,,,20.0,
Kiranga_A,Kaliro,Bupyana,1035.4,64.0,20.0,1.0,,,,,200.0,,,0.0,,0.0,160.0
Bunabiro,Kaliro,Gadumire,1061.1,61.0,120.0,4.0,,,,,600.0,,,,,,
Buseta,Kaliro,Isalo,1047.0,54.0,50.0,5.0,,,,,256.0,,,,,,150.0
Busege,Kaliro,Panyolo,1017.2,32.0,60.0,1.0,,,,,800.0,,,,,,
Nakisenyi,Kaliro,Panyolo,1017.5,41.0,46.0,,,,,,,,,,,,
Busiro_Cenral,Kaliro,Panyolo,1083.3,65.0,120.0,3.0,,,,,40.0,,,,,,
Isaalo,Kaliro,Isalo,1047.0,50.0,30.0,2.5,,,,,200.0,,,,,,
Lake_Nakuwa,Kaliro,Panyoro,1091.5,55.0,30.0,2.0,180.0,,46.0,,500.0,,,,,0.0,
Bubalala,Kaliro,Butambala,1024.2,66.0,60.0,2.0,,,,,400.0,,,,,,
Ireehe,Kaliro,Butambala,1030.7,57.0,20.0,2.0,,,,,200.0,,,,,,
Gadumire_T/C,Kaliro,Gadumire,1051.3,65.0,90.0,1.8,200.0,,195.0,,240.0,,,,,70.0,
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1178.0,45.0,60.0,0.625,,,,,,,,,,,
Namirembe,Kagadi_GAC,Yorodani,1071.8,56.0,45.0,3.0,,,,,,,,,,,
Namirembe,Kagadi_GAC,Yorodani,1102.1,49.0,50.0,0.0,,,,,,,,,,,
Yorodani A,Kagadi_GAC,Yorodani,1084.5,30.0,40.0,0.25,,,,,,,,,,,
Namugongo A,Kagadi_GAC,Buhumuriro,1153.8,45.0,80.0,0.75,,,,,310.0,,,,,,
Nyakabingo_A,Kagadi_GAC,Nyakashema,1179.8,67.0,50.0,0.0,,,,,,,,,,,
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1107.6,90.0,20.0,0.20000000000000007,,,,,,,,,,,30.0
Kasozi,Kagadi_GAC,Buhumuriro,1084.6,85.0,30.0,1.0,,,,,,,,,,,200.0
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1147.5,58.0,30.0,1.375,,,,,,,,,,,
Namirembe,Kagadi_GAC,Yorodani,1129.4,56.0,60.0,0.125,,,,,,,,,,,
Namirembe,Kagadi_GAC,Yorodani,1121.7,48.0,45.0,0.5,,,,,,,,,,,
Ntaraga,Kagadi_GAC,Nyakashema,1164.4,85.0,60.0,1.375,,,,,,,,,,,
Kacheri,Kagadi_GAC,Nyakashema,0.0,39.0,30.0,0.0,,,,,,,,,,,
Namirembe,Kagadi_GAC,Yorodani,1103.4,75.0,45.0,1.75,,,,,,,,,,,
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1167.6,75.0,60.0,1.875,,,,,,,,,,,
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1163.9,50.0,60.0,0.875,,,,,,,,,,,
Galilaya B,Kagadi_GAC,Yorodani,1141.9,21.0,12.0,0.0,,,,,,,,,,,
Galilaya B,Kagadi_GAC,Yorodani,1141.9,21.0,12.0,0.0,,,,,,,,,,,
Ntaraga,Kagadi_GAC,Nyakashema,1194.1,20.0,60.0,0.0,,,,,,,,,,,
Yorodani A,Kagadi_GAC,Yorodani,1975.3,60.0,180.0,0.75,,,,,,,,,,,
Kacheri,Kagadi_GAC,Nyakashema,0.0,30.0,30.0,0.0,200.0,,,,110.0,,,,,,
Kakundwa,Kagadi_GAC,Yorodani,1070.2,35.0,15.0,0.0,,,,,,,,,,50.0,
Kacheri,Kagadi_GAC,Nyakashema,0.0,62.0,30.0,0.0,,,,,,,,,,,
Ntaraga,Kagadi_GAC,Nyakashema,1189.2,58.0,60.0,0.75,,,,,,,,,,,
Yorodani A,Kagadi_GAC,Yorodani,1073.0,29.0,20.0,0.25,,,,,,,,,,,0.0
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1149.1,65.0,60.0,0.0,,,,,,,,,,20.0,3.0
Ntaraga,Kagadi_GAC,Nyakashema,1164.4,50.0,50.0,0.0,,,,,,,,,,,
Galilaya B,Kagadi_GAC,Yorodani,1149.5,21.0,60.0,0.0,290.0,,,,,,,,,10.0,0.0
Mukole,Kagadi_GAC,Buhumuriro,1105.9,19.0,40.0,0.0,,,,,,,,,,30.0,
Nyakabingo_A,Kagadi_GAC,Nyakashema,1194.4,47.0,40.0,0.125,340.0,,,,,,,,,,
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1187.0,66.0,50.0,0.875,295.0,,,,,,,,,,
Namirembe,Kagadi_GAC,Yorodani,1068.9,47.0,15.0,1.5,,,,,,,,,,,
Ntaraga,Kagadi_GAC,Nyakashema,1168.2,50.0,40.0,0.0,290.0,,,,,,,,,,
Kacheri,Kagadi_GAC,Nyakashema,0.0,65.0,45.0,0.0,,,,,,,,,,,
Nyakashema_A,Kagadi_GAC,Nyakashema,1182.3,53.0,30.0,1.5,210.0,,,,,,,,,,
Rutooma,Kagadi_GAC,Yorodani,1109.5,62.0,30.0,2.88,,,,,,,,,,30.0,
Kasozi,Kagadi_GAC,Buhumuriro,1126.2,70.0,30.0,0.75,,,,,,,,,,40.0,
Nyakabingo_A,Kagadi_GAC,Nyakashema,1217.3,42.0,40.0,0.5,,,,,,,,,,,
Kagando,Kagadi_GAC,Yorodani,1097.0,25.0,15.0,0.15,230.0,,,,5.5,,,,,,
Namugongo A,Kagadi_GAC,Buhumuriro,1165.3,35.0,50.0,0.0,,,,,190.0,,,,,,0.0
Ntaraga,Kagadi_GAC,Nyakashema,1189.5,33.0,60.0,0.375,340.0,,,,,,,,,,
Namirembe,Kagadi_GAC,Yorodani,1069.1,19.0,20.0,0.0,,,,,,,,,,,
Nyakashema_B,Kagadi_GAC,Nyakashema,1176.9,76.0,60.0,0.5,260.0,,,,,,,,,,
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1160.3,60.0,80.0,1.0,210.0,,,,,,,,,,4.0
Nyakabingo_A,Kagadi_GAC,Nyakashema,1203.6,73.0,60.0,2.5,203.0,,,,,,,,,,
Nyakabingo_A,Kagadi_GAC,Nyakashema,1192.5,44.0,50.0,1.25,370.0,,,,,,,,,,
Nyakashema_A,Kagadi_GAC,Nyakashema,1182.4,35.0,30.0,1.25,310.0,,,,,,,,,,
Namugongo A,Kagadi_GAC,Buhumuriro,1150.7,25.0,10.0,0.0,300.0,,,,,,,,,,0.0
Galilaya B,Kagadi_GAC,Yorodani,1157.1,22.0,60.0,0.25,135.0,,,,,,,,,,
Kacheri,Kagadi_GAC,Nyakashema,969.6,70.0,30.0,1.2,230.0,,,,210.0,,,,,20.0,
Namugongo A,Kagadi_GAC,Buhumuriro,1164.6,50.0,20.0,0.0,400.0,,,,,,,,,,
Namirembe,Kagadi_GAC,Yorodani,1083.1,19.0,15.0,0.0,,,,,,,,,,,
Galilaya B,Kagadi_GAC,Yorodani,1157.1,33.0,60.0,1.25,360.0,,,,,,,,,,
Kagando,Kagadi_GAC,Yorodani,1076.9,34.0,30.0,0.5,131.0,,,,8.0,,,,,25.0,
Galilaya B,Kagadi_GAC,Yorodani,1112.7,28.0,10.0,0.0,140.0,,,,,,,,,,
Ntaraga,Kagadi_GAC,Nyakashema,1195.0,25.0,40.0,0.0,,,,,,,,,,,
Kasozi,Kagadi_GAC,Buhumuriro,1106.3,99.0,10.0,1.5,250.0,,,,,,,,42.0,20.0,
Kacheri,Kagadi_GAC,Nyakashema,1010.3,90.0,30.0,1.5,290.0,,,,140.0,,,2.0,,10.0,
Namugongo B,Kagadi_GAC,Buhumuriro,1000.4,37.0,15.0,0.0,355.0,,,,,,,,,,
Nyakashema_A,Kagadi_GAC,Nyakashema,1161.2,48.0,30.0,0.0,,,,,,,,,,,200.0
Yorodani A,Kagadi_GAC,Yorodani,1116.2,43.0,120.0,1.25,,,,,,,,,,,
Namugongo A,Kagadi_GAC,Buhumuriro,1151.3,67.0,20.0,0.75,230.0,,,,,,,,,,
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1120.9,26.0,50.0,0.9375,,,,,,,,,,10.0,
Rutooma,Kagadi_GAC,Yorodani,1109.6,42.0,60.0,6.85,,,,,,,,,,40.0,50.0
Nyakabingo_A,Kagadi_GAC,Nyakashema,1194.5,46.0,50.0,0.0,350.0,,,,,,,,,,
Namirembe,Kagadi_GAC,Yorodani,1088.4,18.0,20.0,0.0,,,,,,,,,,,
Namugongo A,Kagadi_GAC,Buhumuriro,1174.8,36.0,30.0,1.25,280.0,,,,,,,,,,
Kasozi,Kagadi_GAC,Buhumuriro,1110.2,28.0,30.0,0.19999999999999996,,,,,,,,,,50.0,
Mukole,Kagadi_GAC,Buhumuriro,1071.0,48.0,30.0,0.44999999999999996,250.0,,,,,,,,,,
Galilaya B,Kagadi_GAC,Yorodani,1171.1,23.0,10.0,0.25,295.0,,,,,,,,,20.0,
Galilaya B,Kagadi_GAC,Yorodani,1136.3,65.0,10.0,0.0,448.0,,,,282.0,,,,,,
Nyakashema_A,Kagadi_GAC,Nyakashema,1182.2,28.0,60.0,0.5,,,,,,,,,,,
Nyakashema_A,Kagadi_GAC,Nyakashema,1136.8,28.0,20.0,0.5,310.0,,,,,,,,,,
Nyakashema_A,Kagadi_GAC,Nyakashema,1110.4,30.0,10.0,2.0,,,,,,,,,,,
